,date,Afghanistan_nan,Albania_nan,Algeria_nan,Andorra_nan,Angola_nan,Antigua and Barbuda_nan,Argentina_nan,Armenia_nan,Australia_Australian Capital Territory,Australia_New South Wales,Australia_Northern Territory,Australia_Queensland,Australia_South Australia,Australia_Tasmania,Australia_Victoria,Australia_Western Australia,Austria_nan,Azerbaijan_nan,Bahamas_nan,Bahrain_nan,Bangladesh_nan,Barbados_nan,Belarus_nan,Belgium_nan,Belize_nan,Benin_nan,Bhutan_nan,Bolivia_nan,Bosnia and Herzegovina_nan,Botswana_nan,Brazil_nan,Brunei_nan,Bulgaria_nan,Burkina Faso_nan,Burma_nan,Burundi_nan,Cabo Verde_nan,Cambodia_nan,Cameroon_nan,Canada_nan,Central African Republic_nan,Chad_nan,Chile_nan,China_Anhui,China_Beijing,China_Chongqing,China_Fujian,China_Gansu,China_Guangdong,China_Guangxi,China_Guizhou,China_Hainan,China_Hebei,China_Heilongjiang,China_Henan,China_Hong Kong,China_Hubei,China_Hunan,China_Inner Mongolia,China_Jiangsu,China_Jiangxi,China_Jilin,China_Liaoning,China_Macau,China_Ningxia,China_Qinghai,China_Shaanxi,China_Shandong,China_Shanghai,China_Shanxi,China_Sichuan,China_Tianjin,China_Tibet,China_Unknown,China_Xinjiang,China_Yunnan,China_Zhejiang,Colombia_nan,Comoros_nan,Congo (Brazzaville)_nan,Congo (Kinshasa)_nan,Costa Rica_nan,Cote d'Ivoire_nan,Croatia_nan,Cuba_nan,Cyprus_nan,Czechia_nan,Denmark_Faroe Islands,Denmark_Greenland,Denmark_nan,Diamond Princess_nan,Djibouti_nan,Dominica_nan,Dominican Republic_nan,Ecuador_nan,Egypt_nan,El Salvador_nan,Equatorial Guinea_nan,Eritrea_nan,Estonia_nan,Eswatini_nan,Ethiopia_nan,Fiji_nan,Finland_nan,France_French Guiana,France_French Polynesia,France_Guadeloupe,France_Martinique,France_Mayotte,France_New Caledonia,France_Reunion,France_Saint Barthelemy,France_Saint Pierre and Miquelon,France_St Martin,France_Wallis and Futuna,France_nan,Gabon_nan,Gambia_nan,Georgia_nan,Germany_nan,Ghana_nan,Greece_nan,Grenada_nan,Guatemala_nan,Guinea-Bissau_nan,Guinea_nan,Guyana_nan,Haiti_nan,Holy See_nan,Honduras_nan,Hungary_nan,Iceland_nan,India_nan,Indonesia_nan,Iran_nan,Iraq_nan,Ireland_nan,Israel_nan,Italy_nan,Jamaica_nan,Japan_nan,Jordan_nan,Kazakhstan_nan,Kenya_nan,Kiribati_nan,"Korea, South_nan",Kosovo_nan,Kuwait_nan,Kyrgyzstan_nan,Laos_nan,Latvia_nan,Lebanon_nan,Lesotho_nan,Liberia_nan,Libya_nan,Liechtenstein_nan,Lithuania_nan,Luxembourg_nan,MS Zaandam_nan,Madagascar_nan,Malawi_nan,Malaysia_nan,Maldives_nan,Mali_nan,Malta_nan,Marshall Islands_nan,Mauritania_nan,Mauritius_nan,Mexico_nan,Micronesia_nan,Moldova_nan,Monaco_nan,Mongolia_nan,Montenegro_nan,Morocco_nan,Mozambique_nan,Namibia_nan,Nepal_nan,Netherlands_Aruba,"Netherlands_Bonaire, Sint Eustatius and Saba",Netherlands_Curacao,Netherlands_Sint Maarten,Netherlands_nan,New Zealand_Cook Islands,New Zealand_nan,Nicaragua_nan,Niger_nan,Nigeria_nan,North Macedonia_nan,Norway_nan,Oman_nan,Pakistan_nan,Palau_nan,Panama_nan,Papua New Guinea_nan,Paraguay_nan,Peru_nan,Philippines_nan,Poland_nan,Portugal_nan,Qatar_nan,Romania_nan,Russia_nan,Rwanda_nan,Saint Kitts and Nevis_nan,Saint Lucia_nan,Saint Vincent and the Grenadines_nan,Samoa_nan,San Marino_nan,Sao Tome and Principe_nan,Saudi Arabia_nan,Senegal_nan,Serbia_nan,Seychelles_nan,Sierra Leone_nan,Singapore_nan,Slovakia_nan,Slovenia_nan,Solomon Islands_nan,Somalia_nan,South Africa_nan,South Sudan_nan,Spain_nan,Sri Lanka_nan,Sudan_nan,Summer Olympics 2020_nan,Suriname_nan,Sweden_nan,Switzerland_nan,Syria_nan,Taiwan*_nan,Tajikistan_nan,Tanzania_nan,Thailand_nan,Timor-Leste_nan,Togo_nan,Tonga_nan,Trinidad and Tobago_nan,Tunisia_nan,Turkey_nan,Uganda_nan,Ukraine_nan,United Arab Emirates_nan,United Kingdom_Anguilla,United Kingdom_Bermuda,United Kingdom_British Virgin Islands,United Kingdom_Cayman Islands,United Kingdom_Channel Islands,United Kingdom_Falkland Islands (Malvinas),United Kingdom_Gibraltar,United Kingdom_Isle of Man,United Kingdom_Montserrat,"United Kingdom_Saint Helena, Ascension and Tristan da Cunha",United Kingdom_Turks and Caicos Islands,United Kingdom_nan,United States_nan,Uruguay_nan,Uzbekistan_nan,Vanuatu_nan,Venezuela_nan,Vietnam_nan,West Bank and Gaza_nan,Yemen_nan,Zambia_nan,Zimbabwe_nan
39,2021-05-22,55889,128601,88208,13234,26775,1192,3083298,210835,121,0,165,1574,740,221,19715,1003,621998,319991,10221,193337,729798,3922,374854,0,12358,7893,1186,279345,172005,48449,14132443,224,373202,13225,132177,773,26657,17164,35261,1283944,5112,4721,1252970,989,1046,586,583,191,2357,267,145,176,1310,1597,1289,11550,63645,1039,380,713,936,570,406,49,75,18,591,872,1996,247,979,379,1,13,977,325,1324,3011234,3710,8208,27603,228589,46346,341491,124020,39061,1607681,668,32,256535,699,11325,176,235636,354499,186223,67510,7801,3711,120625,17829,227080,134,46000,9995,18677,2250,98,2964,58,21709,462,25,1399,436,324444,20976,5727,317069,3398700,91511,93764,160,226819,3478,20699,13710,12479,27,83625,665552,6476,23425467,1629495,2319746,1076804,23364,832299,3779293,23852,628366,710445,386743,114452,0,125881,100883,283952,95446,1025,121123,508930,6431,2022,169733,2910,247425,67162,7,39101,32318,449233,31812,9431,29998,4,18249,1161,1912690,1,246332,2459,46338,96543,505050,68845,49138,383684,10738,1573,12087,2247,0,0,2615,4225,5033,156468,146800,17998,192973,817681,0,361532,13801,272721,1864045,1103945,2621686,805466,210589,1031605,4557146,24967,45,4617,1827,3,4974,2283,423795,39738,0,7826,3113,61277,255300,241448,20,6662,1537430,10462,150376,126995,27949,0,10729,0,317600,21534,1133,13218,183,26873,2960,12222,0,11314,295170,5013111,42880,1994944,534481,107,2383,209,554,3956,63,4192,1561,19,4,2379,0,0,224787,93633,3,205575,2721,297201,3201,91102,36445
40,2021-05-23,56035,128732,88346,13234,26778,1192,3106949,211057,121,0,165,1578,742,221,19719,1003,622889,320708,10221,194885,730697,3922,376453,0,12358,7893,1186,282010,172005,48449,14132443,224,373385,13230,132194,773,26842,17701,35261,1287785,6665,4729,1259080,989,1046,586,585,191,2359,267,145,176,1310,1597,1289,11553,63645,1039,381,713,936,570,406,49,75,18,591,872,1996,247,979,379,1,14,977,327,1324,3026277,3713,8208,27603,228589,46346,342202,125236,39061,1607706,668,32,257387,699,11335,176,235814,354499,186678,67510,7801,3711,120886,17833,228757,134,46000,9995,18677,2250,98,2964,58,21709,462,25,1399,438,324444,20976,5727,318599,3410040,91581,93764,160,227600,3495,20699,13745,12507,27,83625,668820,6476,23728011,1633045,2333789,1081843,23364,832364,3785866,23986,633947,710608,389569,114537,0,126427,100883,285118,95811,1074,121123,508930,6431,2022,169945,2910,247662,67162,7,39255,32462,452820,32322,9442,30006,4,18266,1161,1914101,1,246570,2460,46748,96608,505228,69098,49213,391348,10743,1573,12087,2250,0,0,2615,4225,5034,156476,146869,17998,193950,820374,0,361903,13801,274920,1869538,1109226,2624724,805692,210942,1032888,4564408,25097,45,4626,1827,3,4974,2284,424690,39758,0,7826,3113,61294,255300,241735,20,6685,1539395,10462,150376,128607,27949,0,10785,0,317600,21549,1133,13218,183,26873,3082,12278,0,11480,295789,5024313,42880,2003916,536050,107,2383,209,554,3956,63,4192,1561,19,4,2379,0,0,227531,93930,3,206921,2721,297201,3245,91156,36453
41,2021-05-24,56295,128826,88497,13234,27087,1200,3133183,211375,121,0,168,1579,744,221,19720,1004,623668,321132,10272,196685,731531,3922,377105,0,12358,7893,1186,282010,172730,49641,14190644,225,373703,13230,132218,773,27189,18359,35261,1292891,6665,4735,1265116,989,1046,586,587,191,2361,267,145,176,1310,1597,1290,11556,63645,1039,382,714,936,570,408,49,75,18,592,872,2000,247,984,379,1,14,977,329,1324,3046147,3713,8208,27603,230635,46442,342868,126459,39061,1611189,668,32,258184,699,11341,176,236771,366425,187446,67510,7948,3711,121114,17845,230784,135,46000,9995,18677,2250,98,2964,58,21709,462,25,1399,438,327886,20976,5754,319956,3425380,91602,93764,160,228169,3495,20740,13745,12507,27,83725,670205,6476,24054861,1638279,2347752,1086612,23364,832391,3792898,24105,639731,711614,391861,114679,0,126993,100883,286199,96119,1133,122088,511931,6431,2028,170195,2910,247819,67162,7,39410,32517,456272,33136,9486,30017,4,18302,1169,1916144,1,246766,2460,47356,96666,505392,69100,49360,398483,10746,1573,12087,2250,0,0,2621,4225,5034,156492,146940,17998,195435,823157,0,362177,14108,277128,1869538,1115806,2627679,805979,211296,1033984,4570842,25144,45,4626,1827,3,4995,2284,425677,39799,0,9523,3113,61316,255300,241879,20,6685,1541250,10462,150376,139947,27949,0,10909,0,317600,21560,1133,13218,183,26873,3202,12278,0,11727,297123,5034316,43401,2010931,537531,107,2401,209,554,3956,63,4192,1561,19,4,2379,0,0,230641,94143,3,208218,2794,298502,3260,91200,36471
42,2021-05-25,56518,128907,88672,13263,27204,1200,3157660,211634,121,0,169,1580,744,221,19720,1005,624549,321677,10398,198220,732810,3922,377869,0,12366,7893,1186,285170,173187,49641,14231991,225,376126,13241,132229,773,27398,19022,35261,1300280,6665,4736,1270510,989,1046,586,587,191,2364,268,145,181,1310,1597,1290,11560,63645,1039,382,715,936,570,408,49,75,18,592,872,2004,247,985,379,1,10,977,330,1324,3063330,3713,8208,27624,231319,46476,343414,127614,39061,1612831,668,32,259313,699,11344,176,237553,366425,187691,68018,7948,3749,121580,17854,231635,147,46000,9995,18677,2250,98,2964,58,22796,462,25,1399,438,327636,21265,5754,320777,3439570,91707,93764,160,229126,3500,20761,14006,12509,27,83761,671392,6476,24350816,1642074,2362428,1090891,23364,832414,3804246,24226,645001,712458,394711,115813,0,127582,101509,287357,96433,1180,122088,513249,6431,2028,170489,2921,249640,67501,7,39523,32543,460061,34159,9504,30022,4,18320,1171,1917958,1,246894,2461,48041,96750,505668,69117,49550,404887,10758,1575,12101,2270,0,0,2621,4225,5046,156528,147043,17998,195720,827843,0,362765,14183,279343,1881421,1120452,2629626,806648,211635,1035115,4579421,25283,45,4690,1829,3,4995,2284,426589,39834,0,9523,3113,61329,255300,242366,20,6685,1543951,10514,150376,141175,27949,0,11030,0,317600,21569,1133,13218,183,26873,3202,12405,0,12027,298141,5045508,43401,2028598,539161,107,2401,209,562,3956,63,4192,1561,19,4,2379,0,0,233629,94385,3,209495,2794,299024,3273,91221,36517
43,2021-05-26,56711,128978,88861,13381,27467,1200,3181288,211957,121,0,169,1586,745,221,19720,1006,625453,322273,10398,199713,733866,3922,379265,0,12371,7893,1186,286644,173487,49641,14272174,228,377318,13243,132264,773,27644,19772,35261,1305046,6665,4738,1277019,990,1046,586,587,191,2371,268,145,181,1310,1597,1290,11561,63645,1039,382,715,936,570,409,49,75,18,592,872,2008,247,985,379,1,9,977,330,1324,3078965,3716,8208,27624,238971,46504,343838,128874,39061,1614405,669,32,260645,699,11350,176,237553,366425,188567,68018,7948,3772,121919,17854,233216,155,46000,9995,18700,2250,98,2964,58,22796,462,25,1399,438,328943,21472,5754,321928,3452290,91707,93764,160,230019,3500,20786,14144,12509,27,84006,675082,6476,24633951,1645263,2379139,1094140,23364,832457,3816176,24373,649955,712929,397004,115844,0,128180,101661,288289,96765,1180,122743,513884,6431,2033,170768,2921,250661,67634,7,39763,32575,464726,34621,9514,30028,4,18350,1176,1919821,1,247016,2461,48674,96848,506061,69193,49596,411603,10767,1575,12104,2282,0,0,2623,4225,5070,156529,147190,17998,196355,831744,0,363282,14190,281562,1887133,1127770,2630581,807065,211896,1035902,4588421,25369,45,4727,1831,3,4995,2284,427462,39854,0,9523,3113,61360,255300,243090,20,6685,1546583,10514,150376,142378,27949,0,11131,0,317600,21577,1133,13218,183,26873,3492,12484,0,12326,298855,5057713,43401,2043720,540886,107,2423,209,564,3956,63,4192,1561,19,4,2379,0,0,236292,94683,3,210435,2853,299559,3306,91239,36531
44,2021-05-27,56962,129042,89040,13405,27529,1200,3219474,212265,121,0,169,1587,745,221,19722,1006,626259,322806,10503,201683,735157,3922,380677,0,12376,7893,1186,288106,173626,50494,14455810,228,379156,13243,132269,773,27914,20398,35261,1313603,6665,4742,1282561,992,1046,586,587,191,2375,268,145,181,1310,1597,1290,11561,63645,1039,382,715,936,570,411,49,75,18,592,873,2014,247,987,379,1,13,977,331,1324,3101390,3716,8208,27649,239917,46544,344347,130198,39061,1614915,669,33,261844,699,11354,176,238499,366425,189476,68018,7948,3811,122277,17854,234426,159,46000,9995,18700,2250,98,2964,58,22796,462,25,1399,438,329920,21472,5767,323409,3463130,91743,93764,160,230882,3506,20840,14223,12509,27,84223,682301,6476,24893410,1649187,2396540,1098199,23364,832490,3826984,24528,655066,713331,399524,115988,0,128761,101891,289367,97151,1281,123466,515058,6434,2033,171006,2925,251709,67824,7,39927,32575,469324,35365,9523,30036,4,18377,1176,1921510,1,247135,2462,48749,96926,506208,69227,49670,418829,10780,1575,12104,2295,0,0,2623,4225,5071,156535,147301,17998,197080,834566,0,363818,14343,283787,1892794,1131942,2632483,807532,212048,1036646,4598014,25453,45,4753,1831,3,4995,2284,428502,39903,0,9936,3128,61372,255300,243685,20,6717,1548092,10514,150376,143789,27949,0,11222,0,317600,21583,1133,13218,183,26873,3717,12572,0,12625,299331,5070815,43401,2060753,543023,109,2423,209,564,3956,63,4192,1561,19,4,2380,0,0,239309,94952,3,211288,2853,299559,3339,91321,36541
45,2021-05-28,57119,129097,89232,13416,27577,1206,3252843,212566,121,0,169,1589,746,221,19723,1006,626815,323198,10503,203429,736221,3922,382167,0,12378,7893,1241,289809,174236,50494,14492701,228,380254,13248,132279,773,28163,20900,35261,1318719,6665,4742,1287804,994,1046,586,587,191,2377,268,145,181,1310,1597,1290,11565,63645,1039,383,715,936,570,411,49,75,18,592,873,2018,248,990,380,1,14,977,331,1324,3121888,3716,8208,27654,242019,46591,344899,131461,39061,1615008,669,33,262748,699,11354,182,238615,366425,190254,68408,8146,3812,122542,17855,235850,161,46000,9995,18705,2250,98,2964,58,22796,462,25,1399,438,331006,21791,5767,324426,3472650,91853,93764,160,231594,3511,20840,14376,12511,27,84223,689166,6476,25178011,1654557,2410252,1101676,23364,832525,3837518,24703,659576,713633,402182,116018,0,129739,102303,290377,97542,1281,124147,516530,6434,2033,171279,2929,252582,67993,7,40028,32598,474138,36862,9559,30041,4,18403,1181,1923744,1,247240,2463,49320,97010,506443,69232,50053,428670,10790,1579,12104,2307,0,0,2623,4225,5071,156546,147381,17998,197080,836702,0,364297,14857,286005,1892794,1134818,2634711,808047,212379,1037729,4607276,25542,45,4772,1831,3,4995,2288,429663,39932,0,9936,3128,61407,255300,244153,20,6717,1551520,10514,150376,146362,27949,0,11333,0,317600,21588,1133,13218,183,26873,3915,12644,0,12970,299771,5083099,43401,2074174,545229,109,2423,209,564,3956,63,4192,1561,19,4,2380,0,0,242661,95250,3,212199,2896,300125,3375,91443,36563
46,2021-05-29,57281,129215,89419,13416,27646,1206,3288467,212752,121,0,169,1591,746,221,19725,1006,627672,323617,10642,205962,737408,3922,383380,0,12378,7893,1241,291325,174236,50494,14496224,228,380359,13248,132297,773,28320,21315,35261,1322602,6665,4742,1295499,994,1046,586,588,192,2381,268,145,181,1310,1597,1290,11571,63645,1039,383,716,936,570,412,49,75,18,592,873,2019,248,990,380,1,10,977,331,1324,3141549,3719,8208,27665,242019,46642,345396,132910,39061,1617498,669,33,263618,699,11354,182,238810,366425,191475,68408,8146,3812,122918,17861,236774,161,46000,9995,18707,2250,98,2964,58,22796,462,25,1399,438,331686,21791,5767,325016,3479700,91853,93764,160,232359,3516,20971,14468,12528,27,84389,692248,6476,25454320,1659974,2425033,1107101,23364,832539,3845087,24866,666786,713902,402272,116133,0,130381,102303,291521,98000,1402,125340,517859,6434,2033,171279,2929,254322,67993,7,40176,32603,479665,38233,9690,30043,4,18431,1183,1924865,1,247349,2463,49320,97090,506740,69499,50241,434750,10803,1579,12121,2307,0,0,2630,4225,5083,156557,147473,17998,197080,839322,0,364783,14857,288232,1897522,1142246,2636675,808557,212716,1038539,4616422,25602,45,4772,1831,3,4995,2291,430937,39972,0,9936,3131,61423,255300,244646,20,6726,1554184,10514,150376,148391,27949,0,11459,0,317600,21593,1133,13218,183,26873,3915,12644,0,13281,301273,5094279,43401,2084477,547008,109,2423,209,564,3956,63,4192,1561,19,4,2381,0,0,246321,95529,3,213365,2896,300524,3399,91594,36578
47,2021-05-30,57450,129308,89625,13416,27766,1206,3319068,212981,121,0,170,1591,747,221,19725,1006,628312,324103,10642,208445,738805,3922,384933,0,12378,7893,1275,292713,174236,50494,14540507,228,380537,13248,132318,773,28428,22188,35261,1325932,6859,4746,1302518,996,1046,586,588,192,2383,268,145,181,1310,1597,1290,11572,63645,1039,383,716,936,570,414,49,75,18,592,873,2022,248,992,381,1,13,977,334,1324,3153961,3719,8208,27665,242019,46642,345823,134021,39061,1617517,669,33,264562,699,11364,186,240993,375151,191475,68408,8146,3812,122997,17867,237544,164,46000,9995,18707,2250,98,2964,58,22796,462,25,1399,438,331911,21791,5767,326423,3487850,91961,93764,160,233002,3518,20971,14506,12528,27,84389,696029,6476,25692342,1663998,2441528,1111466,23364,832591,3851661,25054,671616,714702,407252,116776,0,130823,102566,292701,98300,1426,125340,517859,6434,2033,171637,2929,254582,67993,7,40281,32609,484786,39314,9700,30046,4,18475,1191,1926287,1,247444,2466,49754,97161,506962,69507,50443,440955,10810,1579,12121,2315,0,0,2630,4225,5083,156558,148664,17998,199287,841241,0,365125,14937,290467,1897522,1149010,2638222,808813,213007,1039173,4623764,25609,45,4799,1831,3,4995,2291,432138,40027,0,9936,3131,61434,255300,244937,20,6764,1554184,10514,150376,149825,29270,0,11585,0,317600,21598,1133,13218,183,26873,4233,12808,0,13552,301869,5105042,43401,2090254,548785,109,2428,209,564,3956,63,4192,1561,19,4,2381,0,0,250049,95786,3,214590,2950,300661,3427,91752,36591
48,2021-05-31,57629,129431,89839,13458,28079,1213,3350602,213208,121,0,170,1591,747,221,19727,1006,628856,324565,10730,211024,740372,3922,385382,0,12408,7893,1308,295273,175081,51259,14586009,228,382183,13255,132319,773,28710,22636,35261,1331521,6859,4746,1309040,997,1046,586,588,192,2385,268,145,181,1310,1597,1290,11572,63646,1039,383,717,936,570,414,49,75,18,594,873,2026,248,994,381,1,14,977,334,1324,3169573,3719,8208,27665,243495,46702,346220,135216,39061,1620098,671,33,265478,699,11369,186,241596,375151,192112,68803,8146,3853,123073,17874,238734,167,46000,9995,18711,2250,98,2964,58,22796,462,25,1399,438,332474,22118,5780,327618,3498580,91961,93764,160,233595,3518,20974,14522,12541,27,84889,700236,6476,25947629,1669119,2458684,1116456,23364,832607,3858019,25298,675721,715796,409199,116847,0,131463,102750,293899,98544,1543,125712,519779,6434,2040,171874,2933,254747,68240,7,40363,32616,490037,40117,9733,30050,4,18513,1193,1928467,1,247507,2467,50436,97207,507125,69525,50675,447446,10824,1579,12121,2315,0,0,2630,4225,5083,158781,148709,17998,199960,844638,0,365399,15067,292715,1905433,1155045,2639689,809135,213336,1039821,4630461,25683,45,4799,1831,3,4998,2291,433413,40070,0,10499,3131,61459,255300,245049,20,6764,1559337,10514,150376,151740,29307,0,11734,0,317600,21604,1133,13218,183,26873,4352,12868,0,13927,303467,5114624,43401,2095206,550525,109,2441,209,571,3956,63,4193,1561,19,4,2381,0,0,253573,95993,3,215640,3029,300776,3445,91956,36594
49,2021-06-01,57741,129473,90057,13479,28190,1213,3381337,213429,121,0,170,1591,748,221,19727,1006,629713,325040,10730,213827,742151,3922,386088,0,12417,7893,1308,297580,175456,51259,14694950,231,383765,13256,132360,773,28804,23389,35261,1335777,6859,4747,1315860,997,1046,586,588,192,2385,268,145,181,1310,1598,1290,11575,63646,1039,383,718,936,570,414,49,75,18,596,873,2031,248,994,382,1,18,977,335,1324,3193406,3719,10591,27665,244582,46758,346520,136339,39061,1621262,675,33,266626,699,11375,186,241806,375151,192823,68803,8189,3855,123237,17876,239475,167,46000,9995,18711,2250,98,2964,58,22796,462,25,1399,438,333397,22118,5780,328620,3509660,92057,93764,160,234775,3520,21193,14879,12552,27,85279,703352,6476,26179085,1674479,2477596,1120799,23364,832635,3868332,25485,680465,716960,410876,117023,0,132068,102927,294972,98873,1599,125856,520473,6434,2043,172117,2934,256176,68261,7,40485,32621,496120,40951,9737,30054,4,18582,1195,1930608,1,247609,2467,51448,97282,507528,69547,50948,454344,10839,1580,12128,2334,0,0,2635,4225,5083,159935,148798,17998,200421,848685,0,366039,15067,294994,1905433,1161252,2640672,809813,213632,1040527,4639309,25850,48,4826,1832,3,4998,2291,434439,40095,0,10499,3138,61481,255300,245545,20,6764,1563719,10514,150376,153371,29364,0,11877,0,317600,21609,1133,13218,183,26873,4515,12950,0,14249,305055,5124081,46150,2107437,552479,109,2441,209,571,3956,63,4193,1562,19,4,2381,0,0,257030,96223,3,216746,3043,300919,3472,92039,36624
50,2021-06-02,57963,129521,90281,13507,28264,1213,3409316,213578,121,0,171,1593,753,221,19728,1008,630274,325418,10809,216832,744065,3922,387338,0,12428,7893,1308,299462,175704,51259,14763694,231,384777,13256,132388,773,28944,24042,35261,1339517,6859,4747,1321600,997,1046,586,589,192,2388,268,145,181,1310,1598,1290,11576,63646,1040,383,718,936,570,416,49,75,18,596,874,2033,248,994,383,1,12,977,336,1324,3218620,3726,10591,27666,245708,46804,346796,137614,39061,1622432,677,33,267808,699,11381,187,242634,375151,193491,68803,8189,3855,123589,17882,242442,181,46000,9995,18714,2250,98,2964,58,22796,462,25,1399,438,333397,22118,5780,329516,3518860,92057,93764,160,235641,3523,21193,15027,12552,27,85784,705378,6476,26390584,1680501,2494108,1125110,23364,832680,3886867,25622,685209,718123,413451,117039,0,132699,103166,296242,99175,1599,126999,520717,6434,2044,172420,2934,256887,68316,7,40607,32629,501897,41779,9740,30058,4,18614,1198,1932457,1,247716,2467,51448,97351,507838,69555,51048,461563,10845,1580,12128,2334,0,0,2638,4225,5095,159946,148846,17998,201113,852574,0,366508,15067,297292,1918756,1167426,2641139,810271,214020,1040869,4648191,25948,48,4861,1832,3,4998,2291,435520,40146,0,10499,3141,61523,255300,246079,20,6846,1565684,10514,150376,160714,29364,0,12005,0,317600,21614,1133,13218,183,26873,4692,13032,0,14624,306354,5131453,46150,2116980,554589,109,2441,209,571,3956,63,4194,1562,19,4,2386,0,0,259959,96569,3,217798,3085,301213,3472,92108,36661
51,2021-06-03,58070,129566,90517,13527,28646,1213,3438437,213813,121,0,171,1597,752,221,19731,1008,630731,325863,10932,219108,746035,3922,388632,0,12434,7893,1327,301160,175827,52675,14763694,231,385271,13260,132408,773,29125,24763,35261,1342878,6859,4747,1327643,997,1046,586,590,192,2388,268,145,181,1310,1598,1290,11577,63647,1041,383,719,936,570,416,49,75,18,596,874,2038,250,996,385,1,14,977,336,1324,3242060,3726,10591,27727,246686,46847,347108,138621,39061,1622876,687,34,268938,699,11382,187,243235,375151,194291,69215,8189,3855,124033,17886,243378,183,46000,9995,18717,2250,98,2964,58,22796,462,25,1399,438,334930,22118,5786,330721,3526110,92057,93764,160,236469,3525,21266,15073,12552,27,85881,708198,6476,26597655,1691593,2508907,1129221,23364,832812,3893259,25802,690467,719049,415073,117345,0,133289,103348,297329,99474,1654,126999,521458,6437,2044,172637,2934,257675,68484,7,40774,32641,508946,43959,9757,30062,4,18614,1198,1934541,1,247830,2468,52812,97429,508210,69641,51177,467467,10857,1580,12132,2347,0,0,2639,4225,5096,162521,148872,17998,202021,856005,0,367007,15408,299594,1918756,1170752,2642127,810659,214377,1041256,4657460,26028,48,4867,1832,3,4998,2297,436884,40165,0,10499,3147,61557,255300,246433,20,6891,1567635,10514,150376,162397,29364,0,12137,0,317600,21620,1133,13218,183,26873,4826,13105,0,14918,307778,5139993,46150,2126613,556549,109,2444,209,571,3956,63,4194,1562,19,4,2386,0,0,263733,96889,3,218956,3085,301443,3484,92320,36680
52,2021-06-04,58144,129598,90767,13527,28802,1214,3465137,214059,121,0,171,1597,752,221,19731,1008,631138,326269,10932,221508,747758,3922,389929,0,12439,7893,1327,303358,176286,52675,14868994,231,385931,13263,132415,773,29321,25544,35261,1345844,6859,4751,1333631,997,1046,586,590,192,2388,268,145,181,1310,1598,1290,11579,63647,1041,383,719,936,570,418,49,75,18,596,874,2043,250,999,385,1,14,977,336,1324,3267100,3730,10591,27727,247905,46915,347448,139850,39061,1623286,691,34,269956,699,11385,187,243692,375151,195072,69215,8189,3894,124161,17894,244650,189,46000,9995,18721,2250,98,2964,58,22796,462,25,1399,438,335715,22815,5796,331680,3533860,92309,93764,160,237398,3529,21284,15162,12552,27,85977,711105,6476,26795549,1697543,2522702,1133347,23364,832817,3901112,25945,694854,719676,416463,117469,0,133763,103495,298485,99794,1680,127493,522465,6437,2049,172916,2934,258341,68556,7,40676,32649,515570,45730,9767,30066,4,18713,1198,1936266,1,247935,2469,52812,97484,508570,69652,51821,476130,10866,1580,12136,2350,0,0,2639,4225,5109,162584,148910,17998,202021,860385,0,367549,15408,301909,1929264,1173006,2643313,810959,214625,1041924,4665909,26129,51,4876,1845,3,4998,2297,438206,40201,0,10883,3151,61580,255300,246764,20,6891,1570975,10514,150376,164281,29364,0,12260,0,317600,21625,1133,13218,183,26873,4993,13161,0,15196,309126,5147610,47760,2134985,558584,109,2451,209,571,3956,63,4194,1562,19,4,2386,0,0,267776,97077,3,219971,3242,301544,3511,92514,36690
53,2021-06-05,58265,129627,90995,13527,28866,1214,3497500,214268,121,0,171,1598,752,221,19732,1008,630458,326619,10932,225159,749425,3922,391003,0,12439,7893,1370,305219,176286,52675,14944069,231,386068,13265,132449,773,29432,26078,35261,1348019,6859,4754,1342080,998,1046,587,591,192,2396,268,145,181,1310,1598,1290,11584,63647,1043,383,719,936,570,419,50,75,18,596,875,2046,250,999,385,1,17,977,338,1324,3290596,3730,10591,27741,247905,46941,347745,140809,39061,1624712,691,34,270784,699,11385,187,244244,375151,195871,69215,8203,3894,124576,17896,245648,193,46000,9995,18721,2250,98,2964,58,22796,462,25,1399,438,336178,22815,5796,332304,3538290,92309,93764,160,238344,3529,21284,15350,12552,27,86046,714329,6476,26984781,1701784,2537092,1137695,23364,832826,3908312,26102,699585,720190,417705,117502,0,134262,103495,299795,100114,1693,127962,523476,6437,2049,172916,2934,259591,68556,7,40758,32660,521675,47333,9844,30073,4,18759,1198,1937977,1,248013,2469,53595,97533,508850,69656,51882,484373,10878,1580,12137,2364,0,0,2639,4225,5131,162994,148960,17998,202021,863111,0,367991,15545,304294,1931773,1180998,2644273,811640,214950,1042551,4674372,26171,51,4876,1845,3,4998,2297,439459,40228,0,10883,3152,61613,255300,247143,20,6905,1574223,10514,150376,166132,29364,0,12365,0,317600,21630,1133,13218,183,26873,5169,13248,0,15564,310705,5154771,47760,2143417,560734,109,2451,209,575,3956,63,4194,1562,19,4,2386,0,0,271481,97517,3,221108,3310,301670,3550,93036,36698
