,date,Afghanistan_nan,Albania_nan,Algeria_nan,Andorra_nan,Angola_nan,Antigua and Barbuda_nan,Argentina_nan,Armenia_nan,Australia_Australian Capital Territory,Australia_New South Wales,Australia_Northern Territory,Australia_Queensland,Australia_South Australia,Australia_Tasmania,Australia_Victoria,Australia_Western Australia,Austria_nan,Azerbaijan_nan,Bahamas_nan,Bahrain_nan,Bangladesh_nan,Barbados_nan,Belarus_nan,Belgium_nan,Belize_nan,Benin_nan,Bhutan_nan,Bolivia_nan,Bosnia and Herzegovina_nan,Botswana_nan,Brazil_nan,Brunei_nan,Bulgaria_nan,Burkina Faso_nan,Burma_nan,Burundi_nan,Cabo Verde_nan,Cambodia_nan,Cameroon_nan,Canada_nan,Central African Republic_nan,Chad_nan,Chile_nan,China_Anhui,China_Beijing,China_Chongqing,China_Fujian,China_Gansu,China_Guangdong,China_Guangxi,China_Guizhou,China_Hainan,China_Hebei,China_Heilongjiang,China_Henan,China_Hong Kong,China_Hubei,China_Hunan,China_Inner Mongolia,China_Jiangsu,China_Jiangxi,China_Jilin,China_Liaoning,China_Macau,China_Ningxia,China_Qinghai,China_Shaanxi,China_Shandong,China_Shanghai,China_Shanxi,China_Sichuan,China_Tianjin,China_Tibet,China_Unknown,China_Xinjiang,China_Yunnan,China_Zhejiang,Colombia_nan,Comoros_nan,Congo (Brazzaville)_nan,Congo (Kinshasa)_nan,Costa Rica_nan,Cote d'Ivoire_nan,Croatia_nan,Cuba_nan,Cyprus_nan,Czechia_nan,Denmark_Faroe Islands,Denmark_Greenland,Denmark_nan,Diamond Princess_nan,Djibouti_nan,Dominica_nan,Dominican Republic_nan,Ecuador_nan,Egypt_nan,El Salvador_nan,Equatorial Guinea_nan,Eritrea_nan,Estonia_nan,Eswatini_nan,Ethiopia_nan,Fiji_nan,Finland_nan,France_French Guiana,France_French Polynesia,France_Guadeloupe,France_Martinique,France_Mayotte,France_New Caledonia,France_Reunion,France_Saint Barthelemy,France_Saint Pierre and Miquelon,France_St Martin,France_Wallis and Futuna,France_nan,Gabon_nan,Gambia_nan,Georgia_nan,Germany_nan,Ghana_nan,Greece_nan,Grenada_nan,Guatemala_nan,Guinea-Bissau_nan,Guinea_nan,Guyana_nan,Haiti_nan,Holy See_nan,Honduras_nan,Hungary_nan,Iceland_nan,India_nan,Indonesia_nan,Iran_nan,Iraq_nan,Ireland_nan,Israel_nan,Italy_nan,Jamaica_nan,Japan_nan,Jordan_nan,Kazakhstan_nan,Kenya_nan,Kiribati_nan,"Korea, South_nan",Kosovo_nan,Kuwait_nan,Kyrgyzstan_nan,Laos_nan,Latvia_nan,Lebanon_nan,Lesotho_nan,Liberia_nan,Libya_nan,Liechtenstein_nan,Lithuania_nan,Luxembourg_nan,MS Zaandam_nan,Madagascar_nan,Malawi_nan,Malaysia_nan,Maldives_nan,Mali_nan,Malta_nan,Marshall Islands_nan,Mauritania_nan,Mauritius_nan,Mexico_nan,Micronesia_nan,Moldova_nan,Monaco_nan,Mongolia_nan,Montenegro_nan,Morocco_nan,Mozambique_nan,Namibia_nan,Nepal_nan,Netherlands_Aruba,"Netherlands_Bonaire, Sint Eustatius and Saba",Netherlands_Curacao,Netherlands_Sint Maarten,Netherlands_nan,New Zealand_Cook Islands,New Zealand_nan,Nicaragua_nan,Niger_nan,Nigeria_nan,North Macedonia_nan,Norway_nan,Oman_nan,Pakistan_nan,Palau_nan,Panama_nan,Papua New Guinea_nan,Paraguay_nan,Peru_nan,Philippines_nan,Poland_nan,Portugal_nan,Qatar_nan,Romania_nan,Russia_nan,Rwanda_nan,Saint Kitts and Nevis_nan,Saint Lucia_nan,Saint Vincent and the Grenadines_nan,Samoa_nan,San Marino_nan,Sao Tome and Principe_nan,Saudi Arabia_nan,Senegal_nan,Serbia_nan,Seychelles_nan,Sierra Leone_nan,Singapore_nan,Slovakia_nan,Slovenia_nan,Solomon Islands_nan,Somalia_nan,South Africa_nan,South Sudan_nan,Spain_nan,Sri Lanka_nan,Sudan_nan,Summer Olympics 2020_nan,Suriname_nan,Sweden_nan,Switzerland_nan,Syria_nan,Taiwan*_nan,Tajikistan_nan,Tanzania_nan,Thailand_nan,Timor-Leste_nan,Togo_nan,Tonga_nan,Trinidad and Tobago_nan,Tunisia_nan,Turkey_nan,Uganda_nan,Ukraine_nan,United Arab Emirates_nan,United Kingdom_Anguilla,United Kingdom_Bermuda,United Kingdom_British Virgin Islands,United Kingdom_Cayman Islands,United Kingdom_Channel Islands,United Kingdom_Falkland Islands (Malvinas),United Kingdom_Gibraltar,United Kingdom_Isle of Man,United Kingdom_Montserrat,"United Kingdom_Saint Helena, Ascension and Tristan da Cunha",United Kingdom_Turks and Caicos Islands,United Kingdom_nan,United States_nan,Uruguay_nan,Uzbekistan_nan,Vanuatu_nan,Venezuela_nan,Vietnam_nan,West Bank and Gaza_nan,Yemen_nan,Zambia_nan,Zimbabwe_nan
76,2021-06-28,69205,129994,96572,13697,32819,1221,4046308,216645,121,0,174,1632,781,221,19849,1010,637545,330123,11434,260363,807673,3998,408503,0,12645,8000,1767,356575,182424,63932,16240380,245,394242,13301,135703,773,31530,42764,35261,1387528,6859,4769,1489537,998,1055,591,623,192,2565,273,145,181,1310,1599,1291,11626,63647,1047,390,729,936,570,424,51,75,18,618,875,2141,252,1049,389,1,17,977,361,1337,3880261,3745,11211,28219,289545,47784,351039,170421,39061,1635183,757,41,287570,699,11438,191,265000,423688,210482,72572,8510,5370,127161,18107,259617,779,46000,9995,18837,2250,98,2964,58,27585,462,25,1399,438,340555,24598,5855,350466,3620830,93269,93764,160,263025,3576,22434,17784,12840,27,92309,738391,6476,29366601,1859961,2848042,1235923,23364,833228,4076274,29953,763208,734140,446259,124588,0,147077,105094,332678,108953,1986,133648,532287,6447,2274,177882,2959,267404,69657,7,40579,33075,672452,69378,10058,30158,4,19709,1411,1994014,1,249590,2514,70792,98316,516529,71150,64900,588187,10997,1612,12182,2532,0,0,2685,4225,5206,163984,149967,17998,231718,901985,0,382671,16518,365361,2007201,1327103,2651681,826292,219478,1045351,4911752,27272,127,5111,1987,3,5000,2318,465546,41290,0,14365,3458,62212,255300,252054,20,7244,1723882,10514,150376,221249,30487,0,16956,0,317600,21808,9916,13271,183,26873,8233,13489,0,24170,350262,5280558,51860,2221380,607606,109,2464,293,595,3994,63,4223,1569,19,4,2396,0,0,344803,105780,3,250528,6519,307892,4032,126441,37949
77,2021-06-29,70016,130002,96815,13717,33079,1221,4062245,216718,121,0,174,1635,784,221,19861,1010,637613,330193,11544,260363,811700,3999,408878,0,12648,8000,1773,358851,182986,63932,16277785,245,394469,13301,135992,773,31565,43473,35261,1388529,6859,4769,1494284,998,1055,591,623,192,2571,273,145,181,1310,1599,1291,11628,63647,1047,391,731,936,570,424,51,75,18,618,875,2141,252,1050,389,1,18,977,363,1337,3908310,3745,11211,28268,292078,47816,351113,172262,39061,1635407,761,41,287882,699,11443,191,265800,423688,210805,72572,8521,5435,127220,18107,260302,808,46000,9995,18837,2250,98,2964,58,27585,462,25,1399,438,340876,24598,5858,351144,3622220,93288,93764,160,264426,3579,22443,17879,12842,27,92403,738542,6476,29427330,1869606,2862261,1240978,23364,833293,4078767,29957,764757,734634,447545,125388,0,147693,105099,334445,109511,1986,133648,532429,6447,2315,178191,2959,267565,69683,7,40610,33132,677750,69623,10059,30158,4,19756,1411,1997381,1,249643,2515,73007,98340,517059,71186,64900,592535,10999,1613,12188,2537,0,0,2685,4225,5206,163985,149977,17998,233287,903484,0,383656,16518,368004,2007201,1333464,2651759,827969,219658,1045351,4926182,27272,177,5116,2002,3,5000,2319,466578,41354,0,14365,3490,62563,255300,252167,20,7244,1739976,10514,150376,223471,30516,0,17316,0,317600,21817,10086,13284,183,26873,8306,13506,0,24518,352180,5287094,52382,2222229,609711,109,2466,293,595,3994,63,4226,1569,19,4,2396,0,0,346857,106416,3,251587,6764,307892,4055,128312,38323
78,2021-06-30,71012,130009,97089,13720,33242,1221,4076921,216778,121,0,174,1635,785,221,19864,1011,637751,330219,11544,261287,816250,3999,409797,0,12654,8000,1773,360926,183306,63932,16299258,248,394657,13301,136443,773,31565,44143,35261,1389487,6859,4769,1498792,998,1057,591,625,192,2583,273,145,181,1310,1599,1291,11630,63647,1047,391,732,936,570,424,51,75,18,618,876,2149,252,1052,390,1,17,977,364,1337,3936156,3765,11211,28268,293532,47834,351170,174151,39061,1635579,761,49,288190,699,11443,191,266079,423688,211384,72572,8521,5512,127351,18107,260372,882,46000,9995,18851,2250,98,2964,58,28585,462,26,1399,438,340159,24598,5858,351747,3623800,93444,93764,160,264426,3583,22456,18040,12847,27,92454,738782,6476,29488918,1880413,2876828,1245528,23364,833362,4081902,30074,766460,735094,448740,125684,0,148024,105333,336122,110082,1986,133928,532537,6447,2346,178387,2962,267636,69706,7,40629,33169,682679,69974,10059,30158,4,19790,1411,2000530,1,249706,2520,76654,98352,517576,71205,67330,596132,11001,1613,12189,2547,0,0,2685,4225,5206,164244,149977,17998,234861,904320,0,384703,16518,370655,2012397,1339248,2651787,828990,219799,1045351,4942283,27272,177,5121,2002,3,5000,2319,467633,41429,0,14365,3522,62228,255300,252285,20,7246,1748042,10514,150376,225952,30516,0,17657,0,317600,21825,10196,13302,183,26873,8360,13513,0,24821,354441,5294285,52961,2224778,611442,109,2466,293,595,3994,63,4226,1569,19,4,2398,0,0,348489,107063,3,253946,6840,308186,4068,131792,39121
79,2021-07-01,71924,130014,97380,13721,33271,1222,4092053,216882,121,0,174,1637,789,221,19866,1011,637909,330275,11603,261740,820913,3999,410984,0,12665,8000,1811,363431,183534,66323,16477253,248,394930,13308,136992,773,31692,44858,35261,1389557,6859,4769,1502411,998,1057,591,625,192,2593,273,145,181,1310,1599,1291,11631,63648,1047,391,732,936,570,424,51,75,18,618,876,2153,252,1055,390,1,19,977,364,1337,3964074,3765,11211,28422,294872,47862,351241,176030,39061,1635643,764,50,288476,699,11443,191,267396,423688,212059,72572,8534,5559,127416,18107,260737,918,46000,9995,18851,2250,98,2964,58,28585,462,26,1399,438,340446,24729,5858,352624,3625010,93444,93764,160,265352,3588,22477,18109,12865,27,92472,739204,6476,29548302,1890287,2889939,1250121,23364,833496,4083843,30192,768172,735610,450240,126594,0,148319,105345,337829,110698,1986,134062,532776,6457,2392,178621,2963,267725,69726,7,40651,33228,688259,70325,10062,30161,4,19816,1534,2003477,1,249774,2521,79256,98371,518101,71491,67780,600149,11005,1613,12197,2547,0,0,2685,4225,5207,164273,150063,17998,236988,905430,0,385671,16518,373253,2017664,1341973,2651906,830224,219985,1045351,4958951,27272,199,5124,2006,3,5000,2320,469120,41487,0,14365,3562,62234,255300,252368,20,7246,1754793,10514,150376,227840,30543,0,17832,0,317600,21831,10306,13318,183,26873,8425,13517,0,25229,356321,5300504,53551,2226757,612998,109,2466,299,603,3994,63,4229,1569,19,4,2398,0,0,350291,107696,3,255256,7247,308303,4081,134419,39411
80,2021-07-02,72700,130018,97701,13721,33375,1222,4114096,216997,121,0,177,1641,790,221,19868,1011,638032,330338,11603,262162,825422,3999,412128,0,12684,8000,1820,365531,183663,66323,16509821,248,395282,13308,137415,773,31757,45508,35261,1391197,6859,4775,1505708,998,1057,591,629,192,2610,273,145,181,1310,1599,1291,11633,63648,1047,391,733,936,570,424,51,75,18,618,876,2157,252,1055,391,1,19,977,365,1337,3993651,3766,11211,28431,296096,47862,351311,178441,39061,1635736,764,50,288691,699,11443,191,267985,423688,212725,72572,8534,5634,127485,18107,260737,970,46000,9995,18855,2250,98,2964,58,28585,462,26,1399,438,340724,24784,5858,353231,3625740,93444,93764,160,266602,3591,22528,18194,12889,27,92645,739561,6476,29605779,1901865,2902140,1255203,23364,833623,4086188,30270,769852,735907,451753,126680,0,149132,105353,339604,111269,1986,134062,532988,6461,2411,178871,2964,267827,69750,7,40679,33242,694537,70490,10069,30161,4,19843,1534,2007339,1,249825,2528,81426,98386,518641,71491,68710,603600,11009,1619,12198,2547,0,0,2689,4225,5207,164369,150067,17998,236988,906387,0,386621,16518,375825,2017664,1344063,2652004,831479,220100,1045351,4976901,27272,205,5124,2023,3,5000,2320,470328,41554,0,14651,3586,62250,255300,252456,20,7246,1773930,10514,150376,229541,30543,0,18000,0,317600,21838,10347,13318,183,26873,8467,13522,0,25554,358521,5305856,54158,2228201,614636,109,2466,300,603,3994,63,4229,1570,19,4,2398,0,0,352118,108009,3,256481,7395,308413,4082,137819,39568
81,2021-07-03,73635,130023,98031,13721,33514,1222,4136824,217074,121,0,177,1641,790,221,19876,1011,638167,330380,11603,262552,829199,3999,413292,0,12684,8000,1820,366939,183663,66323,16524100,250,395289,13308,138026,773,31815,46123,35261,1391557,6859,4775,1509342,998,1058,591,630,192,2619,273,145,181,1310,1599,1291,11634,63648,1047,391,733,936,570,424,51,75,18,619,876,2160,252,1055,391,1,19,977,367,1337,4021254,3766,11211,28482,296096,47917,351385,180887,39061,1636004,767,50,288894,699,11445,191,268883,423688,213628,73293,8553,5676,127536,18107,260949,1101,46000,9995,18855,2250,98,2964,58,28585,462,26,1399,438,340889,24784,5858,353612,3626610,93669,93764,160,267900,3595,22528,18304,12889,27,92959,739561,6476,29658078,1915147,2914830,1260297,23364,833690,4089298,30270,771628,736431,453409,126956,0,149614,105362,341477,111934,2019,134243,533150,6492,2411,178871,2964,267903,69750,7,40709,33298,700214,70723,10079,30164,4,19883,1534,2010754,1,249888,2533,82933,98403,519139,71628,69672,606666,11009,1619,12199,2561,0,0,2693,4225,5208,164378,150067,17998,236988,907284,0,387617,16518,378151,2017664,1351691,2652072,833197,220260,1045351,4994543,27606,230,5124,2023,3,5000,2323,471550,41633,0,14651,3586,62265,255300,252540,20,7246,1792361,10514,150376,231394,30543,0,18232,0,317600,21845,10551,13346,183,26873,8504,13531,0,25812,360645,5310769,54845,2229530,616197,109,2471,300,605,3994,63,4229,1570,19,4,2398,0,0,353902,108404,3,257720,7643,308550,4087,140880,39792
82,2021-07-04,74480,130027,98387,13721,33669,1222,4156006,217131,121,0,177,1641,792,221,19878,1011,638319,330433,11603,262814,833897,4008,414460,0,12684,8000,1870,368327,183663,66323,16582483,250,395289,13308,138715,773,31842,46740,35261,1391882,6859,4775,1513495,998,1059,591,630,193,2625,273,145,181,1310,1599,1291,11637,63648,1047,391,733,936,570,424,51,75,18,619,876,2161,252,1060,391,1,24,977,369,1337,4047147,3766,11211,28512,296096,47936,351461,183520,39061,1636178,767,50,289066,699,11445,191,269326,423688,214087,73293,8553,5718,127559,18107,261025,1209,46000,9995,18855,2250,98,2964,58,28585,462,26,1399,438,340920,24784,5858,353612,3627520,93948,93764,160,269019,3595,22528,18304,12906,27,93204,739561,6476,29700430,1928274,2926266,1265455,23364,833946,4091004,30270,773324,736699,453409,127625,0,150044,105376,343265,112644,2031,134314,533150,6492,2411,179095,2964,267912,69750,7,40722,33326,705485,70889,10082,30164,4,19934,1534,2014868,1,249936,2537,87145,98424,519696,71634,70383,609218,11009,1619,12199,2561,0,0,2693,4225,5210,164382,150073,17998,242874,907934,0,388293,16518,380290,2026122,1358512,2652165,833852,220449,1045351,5009893,27606,237,5141,2110,3,5000,2323,472939,41683,0,14651,3664,62286,255300,252566,20,7247,1808082,10514,150376,233317,30543,0,18345,0,317600,21850,10868,13365,183,26873,8537,13535,0,26003,362236,5314930,55551,2230190,617767,109,2471,300,605,3994,63,4240,1571,19,4,2398,0,0,355420,108764,3,258954,7819,308774,4104,143128,40239
83,2021-07-05,75314,130029,98748,13721,33739,1222,4175856,217198,121,0,177,1641,794,221,19878,1011,638378,330466,11629,263373,839082,4008,414948,0,12729,8000,1880,370378,183663,68069,16675561,250,395609,13313,139473,773,31906,47386,35261,1393150,6859,4776,1517303,998,1060,591,634,193,2648,273,145,181,1310,1599,1291,11638,63648,1047,391,733,936,570,424,51,75,18,619,876,2162,252,1062,391,1,27,977,369,1337,4076013,3766,11759,28523,299908,47970,351528,186781,39061,1636179,767,50,289221,699,11446,191,270055,431404,214852,73590,8553,5808,127584,18107,261156,1287,46000,9995,18861,2250,98,2964,58,28585,462,26,1399,438,341121,24818,5867,355127,3628600,93987,93764,160,269908,3595,22582,18354,12906,27,93480,740195,6476,29752294,1942690,2940874,1271244,23364,834111,4092586,32604,774886,737215,456005,128811,0,150760,105381,345106,113212,2075,134354,533560,6492,2464,179398,2968,267958,69787,7,40736,33404,710017,71029,10082,30165,4,19980,1534,2019048,1,249978,2539,87145,98441,520107,72167,70773,611429,11009,1623,12199,2568,0,0,2696,4225,5212,164400,150100,17998,244782,908648,0,389434,16518,382291,2027878,1364960,2652228,834624,220597,1045351,5024368,27837,237,5158,2121,3,5002,2323,474368,41773,0,15240,3700,62299,255300,252584,20,7247,1827821,10514,150376,234942,30608,0,18459,0,317600,21856,11008,13382,183,26873,8562,13536,0,26239,364538,5319665,56338,2230674,619294,109,2471,300,605,3994,63,4243,1571,19,4,2398,0,0,356929,109068,3,260224,8022,308774,4108,145908,41406
84,2021-07-06,76218,130033,99101,13752,34019,1222,4192546,217250,121,0,177,1641,794,221,19879,1013,638456,330513,11740,263660,844515,4008,415363,0,12763,8000,1891,372138,183663,68069,16740136,255,395915,13313,140387,773,31931,48040,35261,1393753,6859,4777,1520879,998,1060,591,639,193,2657,273,145,181,1310,1599,1291,11642,63648,1047,391,734,936,570,424,52,75,18,619,876,2163,252,1065,391,1,25,977,369,1337,4113917,3766,11759,28526,300983,47994,351593,189163,39061,1636428,767,50,289418,699,11446,191,270897,431404,215419,73590,8556,5808,127652,18323,261656,1318,46000,9995,18867,2250,98,2964,58,29597,462,26,1399,438,340385,24818,5867,355718,3628910,93987,93764,160,271562,3602,23245,18466,12915,27,93654,740327,6476,29799534,1958553,2953586,1277242,23364,834257,4094421,33699,776490,737709,457543,129165,0,151500,105397,346993,113975,2104,134354,533692,6552,2464,179685,2968,268019,69785,7,40752,33490,714814,71212,10084,30165,4,20016,1534,2023270,1,250042,2541,89717,98452,520963,72404,71518,612994,11009,1623,12205,2571,0,0,2697,4225,5223,164405,150104,17998,246466,909525,0,389912,16518,384284,2030251,1370923,2652265,837135,220677,1045351,5042516,28391,237,5166,2129,3,5002,2324,475448,41833,0,15300,3731,62313,255300,252649,20,7252,1845038,10514,150376,236659,30647,0,18707,0,317600,21862,11180,13382,183,26873,8591,13572,0,26524,369632,5324111,57147,2232023,620812,109,2473,300,609,4078,63,4243,1571,19,4,2398,0,0,358305,109349,3,261411,8077,309059,4111,147751,41624
85,2021-07-07,77280,130035,99510,13757,34047,1222,4206478,217303,121,0,177,1641,794,221,19882,1012,638566,330567,11822,263893,850502,4028,416412,0,12801,8000,1915,373624,183663,68069,16763522,255,396061,13317,141255,773,31962,48974,35261,1394356,6859,4777,1524232,998,1060,591,640,193,2677,273,145,181,1310,1599,1291,11643,63648,1047,392,734,936,570,424,53,75,18,620,876,2165,252,1068,391,1,25,977,369,1337,4142384,3772,11759,28526,301726,48022,351663,192234,39061,1636543,768,50,289605,699,11446,192,271753,431404,216217,73590,8556,5808,127719,18338,261749,1355,46000,9995,18867,2250,98,2964,58,29597,462,26,1399,438,340586,24854,5867,356780,3630340,94153,93764,160,273182,3608,23272,18647,12915,27,93843,740535,6476,29843825,1973388,2967821,1282764,23364,834500,4096156,34764,778336,738303,459007,129165,0,151923,105405,348850,114756,2104,134478,533761,6553,2516,179970,2969,268036,69799,7,40767,33596,719677,71567,10084,30170,4,20079,1534,2027541,1,250128,2541,92299,98464,521671,72437,75272,614327,11009,1623,12208,2571,0,0,2697,4225,5226,164408,150114,17998,248151,910609,0,391087,16518,386222,2032613,1377132,2652293,838642,220762,1045351,5062325,29207,318,5168,2129,3,5002,2324,476643,41906,0,15300,3766,62341,255300,252701,20,7252,1853804,10514,150376,238131,30647,0,18854,0,317600,21867,11277,13437,183,26873,8682,13586,0,26758,372985,5328747,57964,2233947,622301,109,2473,300,609,4078,63,4246,1571,19,4,2398,0,0,359275,109676,3,262677,8557,309251,4117,149421,42330
86,2021-07-08,78521,130037,99931,13760,34100,1222,4226694,217381,121,0,177,1641,794,221,19883,1013,638618,330606,11855,264125,856346,4032,417585,0,12824,8000,1930,375676,183663,69914,16796161,255,396219,13317,142309,773,32008,50020,35261,1394861,6859,4777,1527050,998,1061,591,640,193,2686,273,145,181,1310,1599,1291,11648,63648,1047,392,734,936,570,424,53,75,18,620,876,2166,252,1070,391,1,31,977,369,1337,4172018,3774,11759,28570,304395,48046,351743,195818,39061,1636599,768,50,289811,699,11450,192,272392,431404,216982,73961,8572,5808,127740,18380,261817,1456,46000,9995,18867,2250,98,2964,58,29597,462,26,1399,438,340816,24854,5876,357090,3631310,94281,93764,160,274697,3614,23297,18795,12961,27,93877,740790,6476,29888284,1994573,2981019,1287903,23364,834790,4097905,35777,779855,738873,459007,131099,0,152498,105412,350471,115513,2104,134580,533932,6584,2516,180204,2971,268068,69834,7,40780,33681,725479,71758,10092,30176,4,20079,1534,2031875,1,250220,2542,96513,98476,522377,72449,75850,615613,11009,1631,12208,2582,0,0,2707,4225,5227,164415,150118,17998,250564,911383,0,392262,16518,388138,2035017,1380899,2652372,840297,220904,1045351,5083251,30191,318,5176,2129,3,5002,2324,478127,41988,0,15541,3819,62363,255300,252744,20,7252,1862900,10514,150376,239584,30647,0,19020,0,317600,21872,11456,13461,183,26873,8728,13608,0,27013,375756,5333759,58686,2235229,623826,109,2473,312,611,4078,63,4250,1571,19,4,2398,0,0,360438,110041,3,263830,8950,309251,4119,152103,42855
87,2021-07-09,79446,130043,100383,13770,34169,1222,4246200,217490,121,0,177,1641,795,221,19884,1013,638719,330668,11855,264340,862384,4036,418920,0,12848,8000,1933,375676,183663,69914,16823301,255,396309,13317,143460,773,32085,50917,35261,1395702,6859,4777,1529269,998,1061,592,644,193,2691,273,145,181,1310,1599,1291,11648,63648,1047,392,734,936,570,424,53,75,18,621,876,2168,252,1071,391,1,33,977,369,1337,4199227,3784,11759,28601,305426,48085,351842,198981,39061,1636772,770,50,290033,699,11450,192,272778,431404,217324,73961,8572,5826,127799,18424,261933,1518,46000,9995,18867,2250,98,2964,58,29597,462,26,1399,438,341046,24898,5876,357804,3632230,94281,93764,160,276272,3621,23328,18911,12961,27,94054,741083,6476,29933538,2023548,2995195,1294411,23364,835048,4099339,36882,781457,739228,460850,177783,0,153153,105422,352208,116358,2104,134610,534069,6592,2565,180484,2972,268102,69836,7,40798,33772,731192,71877,10092,30179,4,20142,1534,2036776,1,250307,2542,96513,98491,523128,72894,76102,616929,11029,1631,12214,2582,0,0,2707,4225,5228,164423,150123,17998,250564,912295,0,393377,16518,390003,2035017,1383833,2652409,842024,221027,1045351,5104709,31137,333,5178,2141,3,5002,2327,479709,42090,0,15541,3891,62374,255300,252792,20,7252,1884170,10514,150376,241035,30647,0,19168,0,317600,21876,11536,13483,183,26873,8770,13608,0,27255,378917,5338885,59495,2236488,625332,109,2473,312,611,4078,63,4250,1571,19,4,2398,0,0,361670,110377,3,264921,8984,309543,4128,154776,44021
88,2021-07-10,80226,130047,100911,13770,34298,1222,4264937,217587,121,0,178,1641,796,221,19887,1014,638814,330725,11855,264488,868139,4036,420085,0,12848,8000,1933,378733,184999,69914,16983333,255,396315,13317,144809,773,32141,51660,35261,1395951,6859,4777,1532078,998,1061,592,648,193,2691,273,145,181,1310,1599,1291,11648,63648,1047,392,734,936,570,424,53,75,18,621,876,2168,252,1071,391,1,0,977,369,1337,4228198,3786,11759,28630,305426,48085,351936,201817,39061,1636783,771,50,290228,699,11450,192,273391,431404,217756,73961,8572,5842,127841,18455,261979,1697,46000,9995,18867,2250,98,2964,58,29597,462,26,1399,438,341218,24898,5906,358227,3632330,94349,93764,160,277992,3627,23358,18998,12961,27,94243,741083,6476,29975064,2052109,3010090,1300517,23364,835164,4101102,37918,783273,739493,464930,178119,0,153760,105444,353936,117250,2174,134629,534296,6593,2588,180484,2972,268140,69836,7,40798,33838,737102,72118,10100,30181,4,20185,1534,2041418,1,250384,2542,103666,98514,523998,72899,76871,618361,11029,1631,12218,2582,0,0,2707,4225,5230,164431,150124,17998,250564,913203,0,394465,16518,391681,2039864,1391335,2652458,844497,221160,1045351,5122104,32006,377,5188,2141,3,5002,2327,481225,42202,0,15541,3927,62397,255300,252856,20,7252,1904107,10514,150376,242839,30647,0,19280,0,317600,21876,11698,13514,183,26873,8835,13646,0,27549,388017,5344102,60392,2237652,626800,109,2473,312,611,4078,63,4254,1571,19,4,2398,0,0,362682,110759,3,266231,9204,309689,4135,157489,44580
89,2021-07-11,81077,130050,101430,13770,34327,1222,4282904,217658,121,0,180,1670,797,221,19888,1014,638889,330762,11855,264687,874501,4036,421305,0,12848,8000,1973,380500,184999,69914,17001043,255,396316,13317,146358,773,32179,52475,35261,1396217,6859,4777,1535072,998,1062,592,654,193,2704,273,145,181,1310,1599,1291,11655,63648,1049,392,738,936,570,424,53,75,18,621,876,2174,252,1072,391,1,30,977,369,1337,4254558,3790,11759,28630,305426,48085,352007,204810,39061,1637010,773,50,290372,699,11451,192,273945,437167,218412,74388,8572,5842,127855,18466,261989,1859,46000,9995,18867,2250,98,2964,58,29597,462,26,1399,438,341237,24898,5906,359226,3632930,94537,93764,160,279371,3632,23370,19053,12961,27,94391,741083,6476,30014713,2084724,3025911,1306454,23364,835588,4102420,39000,783291,739948,466471,179520,0,154187,105457,355562,118008,2174,134673,534296,6593,2588,180860,2972,268146,69836,7,40798,33854,742296,72349,10102,30184,4,20254,1534,2045818,1,250447,2542,103666,98537,524826,73617,77957,619894,11029,1631,12218,2582,0,0,2709,4225,5230,164439,150126,17998,257689,913873,0,395309,16975,393333,2042675,1397403,2652505,845516,221295,1045351,5139253,32523,377,5188,2146,3,5002,2327,482414,42308,0,15541,3963,62414,255300,252875,20,7261,1922601,10514,150376,244437,30647,0,19344,0,317600,21884,11802,13535,183,26873,8896,13656,0,27788,393305,5349344,61304,2238259,628290,109,2477,312,611,4078,63,4254,1576,19,4,2400,0,0,363544,111189,3,266231,9275,309910,4141,160215,45617
90,2021-07-12,82586,130052,102010,13787,34357,1222,4300823,217731,121,0,180,1670,798,221,19890,1018,638965,330802,11855,264831,881521,4074,421842,0,12934,8000,1986,381945,185717,69931,17014796,256,396528,13324,148060,773,32236,53477,35261,1397111,6859,4777,1537815,998,1063,592,657,193,2708,273,145,181,1310,1599,1291,11662,63648,1049,392,738,936,570,424,53,75,18,621,876,2178,252,1074,391,1,31,977,369,1337,4276465,3798,11759,28801,305426,48242,352101,208361,39061,1637123,776,50,290555,699,11454,194,275595,437167,219291,74388,8583,5842,127867,18495,262022,1991,46000,9995,18878,2250,98,2964,58,29597,462,26,1399,438,341520,24941,5914,359939,3633520,94537,93764,160,280923,3632,23379,19100,12961,27,94540,741509,6476,30063720,2119478,3041541,1313552,23364,835688,4103949,40029,786425,740546,468287,179861,0,154752,105463,357256,118771,2174,134673,534646,6593,2606,181203,2977,268166,69891,7,40798,33921,747337,72439,10405,30186,4,20314,1534,2051357,1,250489,2548,111064,98550,525286,73880,78579,621027,11029,1631,12221,2588,0,0,2717,4225,5230,164476,150132,17998,259550,914605,0,395949,16975,394920,2045506,1402918,2652577,846544,221400,1045390,5155574,33356,400,5195,2149,3,5002,2327,483937,42436,0,16072,3996,62432,255300,252884,20,7263,1943513,10514,150376,246241,30647,0,19450,0,317600,21889,11850,13553,183,26873,8928,13669,0,27962,400378,5354850,61304,2238603,629809,109,2477,312,613,4162,63,4254,1578,19,4,2400,0,0,364431,111514,3,268872,9331,310027,4142,162239,46932
