,date,Afghanistan_nan,Albania_nan,Algeria_nan,Andorra_nan,Angola_nan,Antarctica_nan,Antigua and Barbuda_nan,Argentina_nan,Armenia_nan,Australia_Australian Capital Territory,Australia_New South Wales,Australia_Northern Territory,Australia_Queensland,Australia_South Australia,Australia_Tasmania,Australia_Victoria,Australia_Western Australia,Austria_nan,Azerbaijan_nan,Bahamas_nan,Bahrain_nan,Bangladesh_nan,Barbados_nan,Belarus_nan,Belgium_nan,Belize_nan,Benin_nan,Bhutan_nan,Bolivia_nan,Bosnia and Herzegovina_nan,Botswana_nan,Brazil_nan,Brunei_nan,Bulgaria_nan,Burkina Faso_nan,Burma_nan,Burundi_nan,Cabo Verde_nan,Cambodia_nan,Cameroon_nan,Canada_Alberta,Canada_British Columbia,Canada_Diamond Princess,Canada_Grand Princess,Canada_Manitoba,Canada_New Brunswick,Canada_Newfoundland and Labrador,Canada_Northwest Territories,Canada_Nova Scotia,Canada_Nunavut,Canada_Ontario,Canada_Prince Edward Island,Canada_Quebec,Canada_Repatriated Travellers,Canada_Saskatchewan,Canada_Yukon,Central African Republic_nan,Chad_nan,Chile_nan,China_Anhui,China_Beijing,China_Chongqing,China_Fujian,China_Gansu,China_Guangdong,China_Guangxi,China_Guizhou,China_Hainan,China_Hebei,China_Heilongjiang,China_Henan,China_Hong Kong,China_Hubei,China_Hunan,China_Inner Mongolia,China_Jiangsu,China_Jiangxi,China_Jilin,China_Liaoning,China_Macau,China_Ningxia,China_Qinghai,China_Shaanxi,China_Shandong,China_Shanghai,China_Shanxi,China_Sichuan,China_Tianjin,China_Tibet,China_Unknown,China_Xinjiang,China_Yunnan,China_Zhejiang,Colombia_nan,Comoros_nan,Congo (Brazzaville)_nan,Congo (Kinshasa)_nan,Costa Rica_nan,Cote d'Ivoire_nan,Croatia_nan,Cuba_nan,Cyprus_nan,Czechia_nan,Denmark_Faroe Islands,Denmark_Greenland,Denmark_nan,Diamond Princess_nan,Djibouti_nan,Dominica_nan,Dominican Republic_nan,Ecuador_nan,Egypt_nan,El Salvador_nan,Equatorial Guinea_nan,Eritrea_nan,Estonia_nan,Eswatini_nan,Ethiopia_nan,Fiji_nan,Finland_nan,France_French Guiana,France_French Polynesia,France_Guadeloupe,France_Martinique,France_Mayotte,France_New Caledonia,France_Reunion,France_Saint Barthelemy,France_Saint Pierre and Miquelon,France_St Martin,France_Wallis and Futuna,France_nan,Gabon_nan,Gambia_nan,Georgia_nan,Germany_nan,Ghana_nan,Greece_nan,Grenada_nan,Guatemala_nan,Guinea-Bissau_nan,Guinea_nan,Guyana_nan,Haiti_nan,Holy See_nan,Honduras_nan,Hungary_nan,Iceland_nan,India_nan,Indonesia_nan,Iran_nan,Iraq_nan,Ireland_nan,Israel_nan,Italy_nan,Jamaica_nan,Japan_nan,Jordan_nan,Kazakhstan_nan,Kenya_nan,Kiribati_nan,"Korea, North_nan","Korea, South_nan",Kosovo_nan,Kuwait_nan,Kyrgyzstan_nan,Laos_nan,Latvia_nan,Lebanon_nan,Lesotho_nan,Liberia_nan,Libya_nan,Liechtenstein_nan,Lithuania_nan,Luxembourg_nan,MS Zaandam_nan,Madagascar_nan,Malawi_nan,Malaysia_nan,Maldives_nan,Mali_nan,Malta_nan,Marshall Islands_nan,Mauritania_nan,Mauritius_nan,Mexico_nan,Micronesia_nan,Moldova_nan,Monaco_nan,Mongolia_nan,Montenegro_nan,Morocco_nan,Mozambique_nan,Namibia_nan,Nepal_nan,Netherlands_Aruba,"Netherlands_Bonaire, Sint Eustatius and Saba",Netherlands_Curacao,Netherlands_Sint Maarten,Netherlands_nan,New Zealand_Cook Islands,New Zealand_nan,Nicaragua_nan,Niger_nan,Nigeria_nan,North Macedonia_nan,Norway_nan,Oman_nan,Pakistan_nan,Palau_nan,Panama_nan,Papua New Guinea_nan,Paraguay_nan,Peru_nan,Philippines_nan,Poland_nan,Portugal_nan,Qatar_nan,Romania_nan,Russia_nan,Rwanda_nan,Saint Kitts and Nevis_nan,Saint Lucia_nan,Saint Vincent and the Grenadines_nan,Samoa_nan,San Marino_nan,Sao Tome and Principe_nan,Saudi Arabia_nan,Senegal_nan,Serbia_nan,Seychelles_nan,Sierra Leone_nan,Singapore_nan,Slovakia_nan,Slovenia_nan,Solomon Islands_nan,Somalia_nan,South Africa_nan,South Sudan_nan,Spain_nan,Sri Lanka_nan,Sudan_nan,Summer Olympics 2020_nan,Suriname_nan,Sweden_nan,Switzerland_nan,Syria_nan,Taiwan*_nan,Tajikistan_nan,Tanzania_nan,Thailand_nan,Timor-Leste_nan,Togo_nan,Tonga_nan,Trinidad and Tobago_nan,Tunisia_nan,Turkey_nan,Uganda_nan,Ukraine_nan,United Arab Emirates_nan,United Kingdom_Anguilla,United Kingdom_Bermuda,United Kingdom_British Virgin Islands,United Kingdom_Cayman Islands,United Kingdom_Channel Islands,United Kingdom_Falkland Islands (Malvinas),United Kingdom_Gibraltar,United Kingdom_Guernsey,United Kingdom_Isle of Man,United Kingdom_Jersey,United Kingdom_Montserrat,"United Kingdom_Saint Helena, Ascension and Tristan da Cunha",United Kingdom_Turks and Caicos Islands,United Kingdom_nan,United States_nan,Uruguay_nan,Uzbekistan_nan,Vanuatu_nan,Venezuela_nan,Vietnam_nan,West Bank and Gaza_nan,Winter Olympics 2022_nan,Yemen_nan,Zambia_nan,Zimbabwe_nan
94,2021-10-27,7266,2893,5904,130,1703,0,102,115889,6151,11,562,0,7,4,13,1090,9,13861,6966,642,1393,27841,149,4563,25946,489,161,3,18911,11450,2402,606952,82,23594,214,18603,38,349,2758,1686,3073,2137,1,0,1240,112,16,10,100,4,9862,0,11485,0,832,10,100,174,37697,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127159,147,249,1091,7008,691,9116,8210,572,30667,2,0,2708,13,181,31,4118,32962,18428,3596,163,45,1483,1242,6412,673,1230,302,636,815,675,182,263,374,6,0,55,7,115215,235,340,9873,95359,1174,15770,197,14862,141,385,900,662,0,10210,30647,33,456386,143299,125716,23061,5436,8073,131954,2192,18225,10983,17021,5266,0,0,2808,2976,2461,2661,59,3109,8472,657,287,5048,61,5736,843,2,963,2297,28674,242,561,460,0,792,160,286888,0,7619,36,1616,2082,14647,1929,3550,11380,171,19,173,75,18357,0,30,208,211,2886,7087,900,4111,28414,0,7314,335,16238,200149,42348,76672,18144,609,46015,229672,1322,21,253,64,0,92,56,8785,1878,9698,119,121,349,12957,4713,0,1208,89049,133,87289,13674,3099,0,1074,15016,11207,2534,847,125,725,18922,121,242,0,1658,25221,69769,3204,69854,2135,1,100,37,2,0,0,98,22,57,80,1,0,23,140041,740084,6076,1312,1,4836,21856,4651,0,1868,3660,4675
95,2021-10-28,7268,2902,5907,130,1705,0,102,115916,6189,11,564,0,7,4,13,1100,9,13886,6995,643,1393,27847,151,4580,25976,491,161,3,18911,11477,2406,607325,83,23718,214,18622,38,349,2766,1686,3085,2147,1,0,1244,114,16,10,100,4,9865,0,11490,0,843,10,100,174,37719,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127195,147,258,1091,7021,691,9142,8219,572,30689,2,0,2709,13,181,31,4124,32966,18483,3604,163,45,1491,1242,6428,673,1235,304,636,815,675,182,264,374,6,0,55,7,115243,235,340,9918,95485,1175,15801,197,14928,141,385,904,662,0,10235,30692,33,457191,143333,125875,23083,5436,8081,132004,2199,18234,11000,17050,5270,0,0,2817,2976,2461,2664,59,3173,8480,657,287,5061,61,5780,843,2,963,2298,28769,243,562,460,0,794,164,287631,0,7665,36,1626,2087,14654,1929,3550,11382,171,19,174,75,18371,0,30,208,211,2892,7098,900,4111,28431,0,7314,345,16243,200179,42575,76773,18149,609,46430,230786,1327,21,253,65,0,92,56,8788,1878,9761,119,121,364,12977,4723,0,1208,89104,133,87322,13696,3099,0,1082,15018,11219,2542,847,125,725,19006,122,242,0,1668,25227,69998,3209,70475,2135,1,100,37,2,0,0,98,23,57,80,1,0,23,140206,741932,6076,1316,1,4848,21910,4657,0,1874,3660,4675
96,2021-10-29,7269,2909,5913,130,1707,0,102,115935,6232,11,567,0,7,4,13,1111,9,13915,7021,643,1393,27854,151,4596,25994,491,161,3,18915,11495,2406,607733,86,23872,214,18644,38,349,2773,1686,3093,2156,1,0,1246,114,16,11,100,4,9865,0,11491,0,846,10,100,174,37729,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127225,147,258,1091,7029,692,9168,8223,572,30705,2,0,2709,13,181,32,4126,32978,18535,3613,166,45,1502,1242,6437,674,1240,306,636,815,681,185,264,374,6,0,56,7,115260,239,340,9961,95606,1175,15856,198,14993,141,385,910,662,0,10235,30729,33,457740,143361,125998,23111,5436,8085,132037,2217,18250,11016,17078,5273,0,0,2830,2976,2461,2666,61,3198,8488,658,287,5078,61,5818,843,2,963,2299,28832,243,563,461,0,794,166,287951,0,7665,36,1638,2095,14660,1929,3552,11388,171,19,174,75,18384,0,30,208,212,2895,7108,900,4111,28439,0,7315,367,16243,200197,42621,76875,18153,610,46911,231931,1328,23,254,66,0,92,56,8790,1878,9826,119,121,380,13000,4730,0,1208,89151,133,87368,13706,3099,0,1082,15025,11233,2550,847,125,725,19070,122,242,0,1674,25231,70207,3210,71141,2136,1,101,37,2,0,0,98,23,57,80,1,0,23,140392,743652,6077,1318,1,4860,21966,4663,0,1877,3660,4675
97,2021-10-30,7272,2916,5918,130,1708,0,102,115942,6284,11,568,0,7,4,13,1123,9,13932,7049,643,1393,27862,152,4614,25994,491,161,3,18925,11495,2406,607949,87,23918,214,18664,38,349,2781,1686,3093,2156,1,0,1246,116,16,11,100,4,9869,0,11493,0,850,10,100,174,37743,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127258,147,258,1091,7029,695,9198,8230,575,30736,2,0,2713,13,181,32,4129,32980,18592,3622,167,45,1516,1242,6451,674,1242,306,636,815,681,185,264,374,6,0,56,7,115282,239,340,10003,95696,1175,15894,198,15050,141,385,913,671,0,10239,30729,33,458186,143388,126126,23138,5436,8085,132074,2229,18257,11028,17078,5276,0,0,2849,2976,2461,2668,62,3237,8495,658,287,5078,61,5846,843,2,963,2300,28876,243,563,461,0,795,176,288276,0,7751,36,1649,2100,14667,1930,3552,11399,171,19,174,75,18397,0,30,208,212,2895,7121,900,4111,28449,0,7315,367,16245,200217,43044,76990,18156,610,47324,233063,1328,23,255,66,0,92,56,8793,1878,9890,119,121,394,13018,4739,0,1208,89163,133,87368,13725,3099,0,1090,15025,11233,2558,847,125,725,19158,122,242,0,1682,25231,70410,3215,71710,2136,1,101,37,2,0,0,98,23,57,80,1,0,23,140558,744033,6077,1321,1,4884,22030,4663,0,1880,3661,4675
98,2021-10-31,7280,2924,5920,130,1710,0,102,115950,6328,13,572,0,7,4,13,1125,9,13946,7074,643,1393,27868,153,4631,25994,491,161,3,18925,11495,2406,608082,88,23999,214,18697,38,349,2788,1686,3093,2156,1,0,1246,117,16,11,100,4,9871,0,11494,0,851,10,100,174,37757,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127281,147,258,1091,7029,695,9220,8236,575,30753,2,0,2714,13,181,32,4130,32980,18651,3629,167,45,1531,1242,6459,674,1245,306,636,815,681,185,265,374,6,0,56,7,115294,239,340,10045,95729,1175,15938,198,15094,141,385,913,671,0,10239,30729,33,458437,143405,126303,23170,5436,8100,132100,2236,18264,11038,17078,5281,0,0,2858,2977,2461,2671,65,3253,8502,658,287,5099,61,5888,843,2,963,2301,28912,243,563,461,0,797,176,288365,0,7790,36,1661,2103,14668,1930,3554,11407,171,19,174,75,18411,0,31,208,213,2896,7132,900,4111,28456,0,7315,370,16246,200246,43172,76999,18157,610,47751,234194,1331,23,255,68,0,92,56,8794,1878,9955,119,121,407,13034,4745,0,1208,89177,133,87368,13743,3099,0,1092,15025,11234,2558,847,125,725,19205,122,242,0,1696,25241,70611,3215,72073,2136,1,101,37,2,0,0,98,23,57,80,1,0,23,140632,744267,6078,1323,1,4891,22083,4663,0,1889,3661,4678
99,2021-11-01,7281,2931,5924,130,1713,0,102,115989,6379,13,576,0,7,4,13,1134,9,13973,7101,643,1393,27870,156,4646,25994,495,161,3,18928,11607,2407,608185,89,24309,214,18714,38,349,2794,1686,3111,2181,1,0,1248,117,16,11,101,4,9874,0,11496,0,854,10,100,175,37777,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127311,147,278,1098,7078,696,9251,8240,575,30775,3,0,2716,13,181,32,4133,32980,18711,3638,167,45,1540,1242,6467,674,1250,308,636,815,683,185,266,374,6,0,56,7,115296,239,340,10089,95752,1175,15990,198,15137,141,385,925,671,0,10239,30881,33,458880,143423,126456,23196,5436,8103,132120,2243,18271,11052,17150,5281,0,0,2874,2977,2462,2672,67,3269,8509,658,287,5122,61,5925,843,2,963,2302,28975,243,565,461,0,797,176,288365,0,7828,36,1672,2107,14678,1931,3554,11416,171,19,174,75,18423,0,31,208,213,2898,7145,902,4111,28466,0,7315,370,16249,200276,43276,77012,18162,611,48073,235318,1332,25,255,68,0,92,56,8796,1878,10018,119,121,421,13045,4756,0,1208,89179,133,87368,13760,3099,0,1092,15025,11242,2574,847,125,725,19260,122,242,0,1709,25244,70828,3215,72402,2136,1,104,37,2,0,0,98,23,57,80,1,0,23,140672,745546,6080,1325,1,4902,22131,4681,0,1890,3661,4679
100,2021-11-02,7281,2937,5927,130,1713,0,102,116010,6441,13,580,0,7,4,13,1142,9,13991,7132,643,1393,27873,158,4662,25994,499,161,3,18928,11654,2407,608337,89,24454,221,18728,38,349,2807,1686,3119,2186,1,0,1249,118,16,11,101,4,9881,0,11502,0,859,10,100,175,37782,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127348,147,278,1098,7093,696,9291,8246,576,30807,3,0,2716,13,182,32,4138,32980,18769,3647,167,45,1550,1242,6486,674,1262,308,636,815,683,185,267,374,6,0,56,7,115383,244,341,10136,95833,1182,16050,198,15179,141,385,926,677,0,10273,30920,34,459191,143457,126616,23223,5436,8106,132161,2246,18278,11062,17175,5282,0,0,2892,2977,2462,2676,70,3312,8515,658,287,5139,61,5951,848,2,964,2302,29045,243,568,462,0,798,194,288464,0,7870,36,1682,2113,14683,1932,3556,11427,171,19,175,75,18441,0,31,208,216,2899,7159,902,4111,28477,0,7315,385,16250,200276,43404,77021,18171,611,48664,236462,1332,25,258,69,0,92,56,8798,1878,10078,119,121,430,13076,4766,0,1208,89197,133,87423,13770,3099,0,1094,15040,11259,2576,847,125,725,19338,122,242,0,1720,25250,71052,3217,73136,2137,1,104,37,2,0,0,98,23,57,80,1,0,23,140964,746829,6080,1329,1,4915,22205,4689,0,1894,3661,4683
101,2021-11-03,7284,2940,5931,130,1716,0,102,116029,6491,13,584,0,7,4,13,1151,9,14014,7153,643,1393,27880,164,4679,26083,499,161,3,18936,11685,2407,608527,89,24589,221,18744,38,349,2807,1731,3133,2192,1,0,1251,119,16,11,101,4,9886,0,11510,0,861,10,100,175,37790,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127380,147,278,1098,7111,696,9332,8250,576,30840,4,0,2717,13,183,32,4144,32983,18832,3654,167,45,1563,1242,6494,674,1265,311,636,815,683,185,267,374,6,0,56,7,115418,249,341,10185,96027,1182,16109,198,15222,141,385,928,677,0,10284,30994,34,459652,143481,126763,23248,5492,8109,132224,2249,18286,11077,17201,5282,0,0,2916,2978,2462,2676,73,3357,8522,658,287,5157,61,5992,848,2,964,2302,29091,243,569,462,0,799,196,288733,0,7912,36,1694,2119,14689,1932,3557,11434,171,19,175,75,18474,0,31,209,216,2900,7178,919,4112,28496,0,7320,392,16256,200326,43586,77145,18180,611,49115,237619,1332,25,259,69,0,92,56,8799,1879,10139,119,121,442,13112,4784,0,1208,89220,133,87462,13791,3099,0,1098,15043,11261,2590,847,125,725,19394,122,243,0,1729,25254,71298,3219,73888,2137,1,104,37,2,0,0,98,23,57,80,1,0,23,141181,748792,6080,1329,1,4925,22283,4694,0,1897,3661,4684
102,2021-11-04,7284,2944,5936,130,1718,0,104,116055,6532,14,587,0,7,4,13,1161,9,14038,7182,657,1393,27887,167,4696,26105,505,161,3,18942,11717,2407,608961,91,24755,221,18766,38,349,2813,1731,3137,2200,1,0,1253,120,16,11,101,4,9891,0,11510,0,861,10,100,175,37795,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127417,147,297,1098,7124,696,9364,8252,576,30878,5,0,2722,13,183,32,4146,32984,18889,3664,168,45,1574,1243,6509,674,1272,311,636,820,683,185,267,376,6,0,56,7,115457,249,341,10238,96192,1182,16151,198,15281,143,385,930,679,0,10284,31101,34,459873,143500,126921,23271,5492,8112,132283,2257,18292,11088,17238,5296,0,0,2936,2978,2462,2679,76,3401,8528,658,287,5171,61,6034,849,2,964,2302,29155,244,570,462,0,801,199,288887,0,7958,36,1704,2125,14698,1932,3558,11436,171,19,175,75,18497,0,31,209,220,2902,7194,920,4112,28507,0,7321,392,16256,200350,43825,77395,18184,611,49604,238784,1332,25,260,69,0,92,56,8800,1879,10203,119,121,459,13146,4793,0,1208,89251,133,87477,13806,3099,0,1101,15050,11265,2593,847,125,725,19462,122,243,0,1739,25261,71526,3222,74617,2137,1,106,37,2,0,0,98,23,60,80,1,0,23,141395,750008,6082,1332,1,4936,22342,4697,0,1901,3662,4685
103,2021-11-05,7284,2948,5939,130,1719,0,104,116083,6582,14,590,0,7,4,13,1168,9,14074,7208,657,1393,27887,170,4712,26105,509,161,3,18960,11717,2407,609343,91,24940,221,18783,38,349,2818,1731,3142,2201,1,0,1256,121,16,11,101,4,9896,0,11511,0,863,10,100,175,37814,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127456,147,297,1098,7134,698,9400,8257,576,30938,5,0,2725,13,183,32,4148,32988,18949,3670,168,45,1581,1243,6517,674,1281,313,636,820,683,185,267,376,6,0,56,7,115481,249,341,10300,96346,1188,16200,198,15338,143,385,933,685,0,10308,31184,34,460265,143519,127053,23297,5492,8112,132334,2272,18304,11102,17263,5296,0,0,2956,2978,2462,2681,77,3444,8534,659,287,5186,61,6067,849,2,964,2302,29202,245,571,462,0,801,199,289131,0,8007,36,1715,2140,14701,1933,3560,11438,172,19,175,75,18517,0,31,209,220,2902,7204,922,4112,28518,0,7322,406,16258,200373,44085,77547,18193,611,50087,239943,1332,25,260,69,0,92,56,8802,1880,10271,119,121,468,13166,4806,0,1294,89295,133,87504,13821,3099,0,1107,15057,11273,2593,847,125,725,19542,122,243,0,1753,25261,71724,3224,75346,2138,1,106,37,2,0,0,98,23,60,80,1,0,23,141588,752131,6084,1334,1,4946,22412,4705,0,1905,3662,4685
104,2021-11-06,7284,2948,5941,130,1719,0,105,116091,6628,14,591,0,7,4,13,1177,9,14103,7241,657,1393,27891,172,4730,26131,509,161,3,18960,11717,2407,609646,93,25005,221,18804,38,349,2824,1731,3142,2201,1,0,1256,121,16,11,101,4,9896,0,11515,0,866,10,100,175,37841,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127488,147,297,1098,7134,699,9450,8261,577,30985,5,0,2735,13,186,32,4150,32989,19011,3675,168,46,1598,1244,6531,674,1292,313,636,820,683,185,267,376,6,0,56,7,115506,254,341,10368,96488,1188,16243,198,15389,143,385,941,685,0,10308,31184,34,460791,143534,127173,23319,5492,8114,132365,2274,18306,11114,17263,5305,0,0,2967,2978,2462,2683,81,3472,8540,659,287,5186,61,6096,849,2,964,2302,29256,245,574,462,0,801,213,289674,0,8056,36,1724,2145,14706,1934,3561,11439,172,20,175,75,18553,0,31,209,220,2905,7217,922,4112,28538,0,7325,406,16258,200409,44239,77733,18198,611,50482,241095,1332,25,260,69,0,92,56,8803,1880,10336,119,121,480,13205,4820,0,1294,89319,133,87504,13841,3099,0,1112,15057,11274,2593,847,125,725,19611,122,243,0,1764,25272,71927,3226,76175,2139,1,106,37,2,0,0,98,23,60,80,1,0,23,141743,752604,6085,1336,1,4955,22470,4705,0,1907,3663,4685
105,2021-11-07,7284,2955,5945,130,1720,0,105,116104,6670,14,598,0,7,4,13,1182,9,14138,7269,657,1393,27895,180,4745,26131,509,161,3,18964,11717,2407,609716,93,25074,221,18821,38,349,2829,1731,3142,2201,1,0,1256,121,16,11,101,4,9898,0,11518,0,872,10,100,175,37862,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127533,147,297,1098,7134,699,9500,8262,577,31022,5,0,2738,13,186,32,4150,32989,19076,3682,168,46,1610,1244,6542,674,1301,313,636,820,683,185,268,376,6,0,56,7,115516,254,341,10435,96525,1188,16295,198,15437,143,385,941,685,0,10308,31184,34,461057,143545,127299,23344,5492,8122,132391,2275,18306,11128,17263,5312,0,0,2980,2978,2462,2686,82,3499,8546,659,287,5207,61,6128,849,2,964,2302,29291,245,576,462,0,801,213,289734,0,8099,36,1736,2148,14713,1934,3563,11448,172,20,175,75,18561,0,31,209,220,2906,7232,922,4112,28547,0,7329,407,16259,200430,44430,77757,18203,611,50755,242241,1334,25,260,69,0,92,56,8804,1880,10405,119,121,497,13229,4830,0,1294,89332,133,87504,13856,3099,0,1114,15057,11274,2593,847,125,725,19664,122,243,0,1772,25276,72127,3227,76657,2140,1,106,37,2,0,0,98,23,60,80,1,0,23,141805,752809,6086,1338,1,4965,22531,4705,0,1909,3664,4685
106,2021-11-08,7288,2966,5950,130,1721,0,105,116143,6700,14,602,0,7,4,13,1192,9,14170,7293,661,1393,27901,181,4758,26200,509,161,3,18967,11840,2409,609836,93,25408,221,18839,38,350,2835,1731,3155,2218,1,0,1262,121,16,11,101,4,9900,0,11522,0,873,10,100,175,37879,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127571,147,309,1099,7164,699,9546,8265,577,31053,6,0,2740,13,186,33,4153,32989,19130,3690,168,47,1617,1244,6551,675,1305,315,636,820,696,185,269,376,6,0,56,7,115558,259,341,10509,96558,1188,16361,200,15474,143,387,945,702,0,10312,31398,34,461389,143557,127439,23372,5492,8124,132423,2287,18309,11145,17330,5312,0,0,2998,2978,2462,2689,86,3515,8551,659,287,5218,61,6157,851,2,964,2302,29349,245,576,462,0,802,213,289734,0,8144,36,1744,2163,14721,1934,3563,11453,172,20,175,75,18583,0,31,209,221,2906,7242,921,4113,28558,0,7335,407,16266,200469,44521,77760,18209,611,50996,243405,1334,25,264,69,0,92,56,8805,1880,10472,119,121,511,13269,4843,0,1294,89352,133,87558,13875,3099,0,1117,15057,11282,2620,847,125,725,19703,122,243,0,1785,25281,72314,3228,77156,2142,1,106,37,2,0,0,98,23,60,80,1,0,23,141862,754066,6088,1340,1,4976,22598,4724,0,1909,3664,4690
107,2021-11-09,7290,2970,5954,130,1723,0,105,116165,6762,14,605,0,7,4,13,1206,9,14199,7320,661,1393,27904,183,4773,26200,509,161,3,18970,11869,2409,610044,93,25555,221,18855,38,350,2840,1731,3159,2223,1,0,1266,121,16,11,102,4,9903,0,11528,0,874,10,100,175,37883,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127610,147,309,1099,7176,700,9605,8270,577,31173,6,0,2742,13,186,33,4154,32989,19186,3695,168,47,1623,1244,6561,675,1317,316,636,822,698,185,271,376,6,0,56,7,115597,259,341,10584,96727,1203,16414,200,15520,143,387,945,702,0,10335,31521,34,461849,143578,127551,23399,5492,8130,132491,2293,18312,11156,17364,5314,0,0,3012,2978,2462,2691,89,3561,8556,659,287,5226,61,6193,852,2,964,2302,29427,246,579,462,0,802,222,290110,0,8193,36,1756,2169,14726,1934,3564,11454,172,20,175,75,18612,0,31,209,227,2914,7255,924,4113,28566,0,7335,413,16266,200469,44567,77980,18217,611,51483,244588,1335,25,264,69,0,92,56,8806,1881,10534,119,121,523,13314,4855,0,1294,89387,133,87558,13892,3099,0,1122,15065,11295,2637,848,125,725,19764,122,243,0,1794,25281,72510,3230,78017,2142,1,106,38,2,0,0,98,23,60,80,1,0,23,142124,755501,6093,1343,1,4976,22686,4731,0,1915,3664,4691
108,2021-11-10,7291,2975,5960,130,1723,0,105,116184,6831,14,606,0,7,4,13,1209,9,14234,7342,661,1393,27906,187,4789,26261,530,161,3,18976,11891,2409,610313,93,25754,234,18869,38,350,2845,1758,3164,2234,1,0,1268,121,16,12,102,4,9912,0,11529,0,878,10,100,175,37895,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127640,147,309,1099,7176,700,9655,8274,577,31229,6,0,2745,13,186,34,4157,33001,19249,3704,168,48,1637,1245,6572,679,1326,316,636,822,698,185,271,376,6,0,56,7,115630,262,341,10662,96963,1203,16493,200,15578,143,387,952,702,0,10335,31619,34,462189,143592,127686,23415,5566,8133,132551,2298,18315,11167,17396,5314,0,0,3033,2978,2462,2694,91,3598,8561,660,287,5241,61,6234,852,2,964,2302,29486,246,581,462,0,805,229,290110,0,8253,36,1767,2181,14729,1934,3565,11460,172,20,175,75,18637,0,31,210,227,2922,7276,947,4113,28575,0,7338,415,16272,200532,44665,78250,18222,611,51888,245794,1335,27,264,69,0,92,56,8807,1881,10595,119,121,540,13367,4875,0,1294,89435,133,87617,13908,3099,0,1126,15076,11306,2637,848,125,725,19826,122,243,0,1806,25287,72713,3231,78865,2142,2,106,38,2,0,0,98,23,61,80,1,0,23,142338,757185,6093,1346,1,4996,22765,4733,0,1918,3664,4694
109,2021-11-11,7292,2978,5966,130,1725,0,105,116209,6867,14,608,0,7,4,13,1218,9,14273,7372,665,1393,27907,189,4805,26261,530,161,3,18998,11922,2411,610553,95,25950,234,18882,38,350,2850,1770,3164,2234,1,0,1268,121,16,12,102,4,9916,0,11533,0,886,10,100,175,37917,6,9,6,1,2,8,2,2,6,7,13,22,213,4512,4,1,0,1,3,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,127680,148,309,1099,7190,700,9721,8278,577,31289,6,0,2749,13,186,34,4158,33013,19309,3709,168,48,1650,1245,6583,679,1330,318,636,822,700,185,272,376,6,0,56,7,115643,262,341,10739,97198,1206,16560,200,15627,143,387,955,702,0,10349,31751,34,462690,143608,127809,23445,5566,8138,132618,2302,18319,11183,17429,5315,0,0,3051,2978,2462,2697,93,3646,8566,660,287,5258,61,6264,854,2,964,2302,29535,247,582,462,0,805,233,290630,0,8323,36,1777,2185,14734,1934,3565,11466,172,21,175,75,18663,0,31,210,229,2933,7294,948,4113,28584,0,7338,415,16273,200554,44866,78524,18231,611,52206,247000,1336,27,267,71,0,92,56,8809,1881,10655,119,121,548,13405,4885,0,1313,89452,133,87647,13927,3099,0,1126,15078,11309,2650,848,125,725,19883,122,243,0,1818,25298,72910,3234,79548,2142,3,106,38,2,0,0,98,23,64,80,1,0,23,142533,758067,6097,1349,1,4996,22849,4737,0,1920,3664,4694
