Afghanistan_nan,Albania_nan,Algeria_nan,Andorra_nan,Angola_nan,Antigua and Barbuda_nan,Argentina_nan,Armenia_nan,Australia_Australian Capital Territory,Australia_New South Wales,Australia_Northern Territory,Australia_Queensland,Australia_South Australia,Australia_Tasmania,Australia_Victoria,Australia_Western Australia,Austria_nan,Azerbaijan_nan,Bahamas_nan,Bahrain_nan,Bangladesh_nan,Barbados_nan,Belarus_nan,Belgium_nan,Belize_nan,Benin_nan,Bhutan_nan,Bolivia_nan,Bosnia and Herzegovina_nan,Botswana_nan,Brazil_nan,Brunei_nan,Bulgaria_nan,Burkina Faso_nan,Burma_nan,Burundi_nan,Cabo Verde_nan,Cambodia_nan,Cameroon_nan,Canada_Alberta,Canada_British Columbia,Canada_Diamond Princess,Canada_Grand Princess,Canada_Manitoba,Canada_New Brunswick,Canada_Newfoundland and Labrador,Canada_Northwest Territories,Canada_Nova Scotia,Canada_Ontario,Canada_Prince Edward Island,Canada_Quebec,Canada_Recovered,Canada_Saskatchewan,Canada_Yukon,Central African Republic_nan,Chad_nan,Chile_nan,China_Anhui,China_Beijing,China_Chongqing,China_Fujian,China_Gansu,China_Guangdong,China_Guangxi,China_Guizhou,China_Hainan,China_Hebei,China_Heilongjiang,China_Henan,China_Hong Kong,China_Hubei,China_Hunan,China_Inner Mongolia,China_Jiangsu,China_Jiangxi,China_Jilin,China_Liaoning,China_Macau,China_Ningxia,China_Qinghai,China_Shaanxi,China_Shandong,China_Shanghai,China_Shanxi,China_Sichuan,China_Tianjin,China_Tibet,China_Xinjiang,China_Yunnan,China_Zhejiang,Colombia_nan,Congo (Brazzaville)_nan,Congo (Kinshasa)_nan,Costa Rica_nan,Cote d'Ivoire_nan,Croatia_nan,Cuba_nan,Cyprus_nan,Czechia_nan,Denmark_Faroe Islands,Denmark_Greenland,Denmark_nan,Diamond Princess_nan,Djibouti_nan,Dominica_nan,Dominican Republic_nan,Ecuador_nan,Egypt_nan,El Salvador_nan,Equatorial Guinea_nan,Eritrea_nan,Estonia_nan,Eswatini_nan,Ethiopia_nan,Fiji_nan,Finland_nan,France_French Guiana,France_French Polynesia,France_Guadeloupe,France_Martinique,France_Mayotte,France_New Caledonia,France_Reunion,France_Saint Barthelemy,France_St Martin,France_nan,Gabon_nan,Gambia_nan,Georgia_nan,Germany_nan,Ghana_nan,Greece_nan,Grenada_nan,Guatemala_nan,Guinea-Bissau_nan,Guinea_nan,Guyana_nan,Haiti_nan,Holy See_nan,Honduras_nan,Hungary_nan,Iceland_nan,India_nan,Indonesia_nan,Iran_nan,Iraq_nan,Ireland_nan,Israel_nan,Italy_nan,Jamaica_nan,Japan_nan,Jordan_nan,Kazakhstan_nan,Kenya_nan,"Korea, South_nan",Kosovo_nan,Kuwait_nan,Kyrgyzstan_nan,Laos_nan,Latvia_nan,Lebanon_nan,Liberia_nan,Libya_nan,Liechtenstein_nan,Lithuania_nan,Luxembourg_nan,MS Zaandam_nan,Madagascar_nan,Malawi_nan,Malaysia_nan,Maldives_nan,Mali_nan,Malta_nan,Mauritania_nan,Mauritius_nan,Mexico_nan,Moldova_nan,Monaco_nan,Mongolia_nan,Montenegro_nan,Morocco_nan,Mozambique_nan,Namibia_nan,Nepal_nan,Netherlands_Aruba,"Netherlands_Bonaire, Sint Eustatius and Saba",Netherlands_Curacao,Netherlands_Sint Maarten,Netherlands_nan,New Zealand_nan,Nicaragua_nan,Niger_nan,Nigeria_nan,North Macedonia_nan,Norway_nan,Oman_nan,Pakistan_nan,Panama_nan,Papua New Guinea_nan,Paraguay_nan,Peru_nan,Philippines_nan,Poland_nan,Portugal_nan,Qatar_nan,Romania_nan,Russia_nan,Rwanda_nan,Saint Kitts and Nevis_nan,Saint Lucia_nan,Saint Vincent and the Grenadines_nan,San Marino_nan,Saudi Arabia_nan,Senegal_nan,Serbia_nan,Seychelles_nan,Sierra Leone_nan,Singapore_nan,Slovakia_nan,Slovenia_nan,Somalia_nan,South Africa_nan,Spain_nan,Sri Lanka_nan,Sudan_nan,Suriname_nan,Sweden_nan,Switzerland_nan,Syria_nan,Taiwan*_nan,Tanzania_nan,Thailand_nan,Timor-Leste_nan,Togo_nan,Trinidad and Tobago_nan,Tunisia_nan,Turkey_nan,Uganda_nan,Ukraine_nan,United Arab Emirates_nan,United Kingdom_Anguilla,United Kingdom_Bermuda,United Kingdom_British Virgin Islands,United Kingdom_Cayman Islands,United Kingdom_Channel Islands,United Kingdom_Falkland Islands (Islas Malvinas),United Kingdom_Gibraltar,United Kingdom_Isle of Man,United Kingdom_Montserrat,United Kingdom_Turks and Caicos Islands,United Kingdom_nan,United States_nan,Uruguay_nan,Uzbekistan_nan,Venezuela_nan,Vietnam_nan,West Bank and Gaza_nan,Zambia_nan,Zimbabwe_nan
1000.0,643.0,4371.0,1526.0,44.0,90.0,3576.0,1875.0,176.0,6806.0,124.0,2526.0,841.0,378.0,2725.0,1110.0,28061.0,1240.0,119.0,1644.0,183.0,173.0,2127.0,68433.0,4.0,51.0,5.0,350.0,2098.0,7.0,28498.0,320.0,1966.0,801.0,80.0,7.0,9.0,187.0,1266.0,2036.0,2727.0,0.0,24.0,662.0,202.0,538.0,9.0,701.0,16111.0,76.0,22221.0,0.0,615.0,18.0,45.0,12.0,12166.0,2707.0,870.0,1082.0,625.0,344.0,3848.0,546.0,244.0,294.0,598.0,1140.0,2617.0,1864.0,128292.0,1809.0,209.0,1628.0,2464.0,158.0,293.0,83.0,153.0,29.0,467.0,1535.0,1311.0,442.0,1074.0,274.0,1.0,150.0,443.0,3753.0,3250.0,32.0,536.0,1034.0,591.0,2246.0,1001.0,1077.0,15083.0,473.0,11.0,17146.0,1300.0,159.0,29.0,4374.0,16678.0,2682.0,236.0,41.0,107.0,4656.0,9.0,118.0,30.0,8492.0,195.0,124.0,517.0,268.0,676.0,38.0,962.0,6.0,82.0,311277.0,113.0,4.0,335.0,142958.0,638.0,7295.0,21.0,198.0,77.0,463.0,86.0,65.0,10.0,917.0,2981.0,4146.0,6799.0,5360.0,137803.0,2417.0,10022.0,24107.0,242597.0,143.0,7563.0,683.0,2369.0,849.0,20267.0,668.0,1588.0,364.0,10.0,1673.0,1310.0,21.0,64.0,187.0,2324.0,5541.0,47.0,173.0,54.0,6112.0,46.0,258.0,557.0,27.0,1269.0,8070.0,1509.0,210.0,30.0,577.0,2754.0,22.0,43.0,28.0,227.0,3.0,33.0,88.0,45512.0,2244.0,8.0,767.0,1011.0,1413.0,11380.0,849.0,12627.0,3746.0,1.0,303.0,5582.0,8092.0,13345.0,24962.0,4300.0,13593.0,20823.0,441.0,33.0,45.0,23.0,571.0,8936.0,646.0,2922.0,10.0,30.0,3833.0,2073.0,1838.0,9.0,2042.0,316833.0,407.0,35.0,10.0,16562.0,45335.0,77.0,843.0,60.0,5505.0,1.0,163.0,196.0,2889.0,81522.0,140.0,4518.0,9726.0,3.0,118.0,4.0,134.0,984.0,1.0,316.0,532.0,9.0,5.0,132122.0,1075473.0,769.0,822.0,368.0,819.0,997.0,89.0,10.0
1001.0,643.0,4371.0,1526.0,47.0,92.0,3576.0,1875.0,181.0,6806.0,133.0,2526.0,861.0,399.0,2725.0,1131.0,28061.0,1259.0,120.0,1644.0,187.0,173.0,2127.0,69005.0,4.0,53.0,5.0,350.0,2098.0,7.0,28498.0,325.0,1966.0,801.0,80.0,7.0,9.0,187.0,1321.0,2078.0,2727.0,0.0,24.0,662.0,202.0,538.0,9.0,702.0,16111.0,76.0,22221.0,0.0,635.0,19.0,45.0,12.0,12166.0,2707.0,870.0,1095.0,651.0,356.0,3848.0,569.0,244.0,304.0,598.0,1140.0,2617.0,1864.0,129221.0,1809.0,209.0,1694.0,2464.0,158.0,309.0,87.0,161.0,29.0,473.0,1535.0,1331.0,470.0,1142.0,289.0,1.0,150.0,443.0,4009.0,3272.0,33.0,536.0,1096.0,591.0,2277.0,1027.0,1150.0,15083.0,481.0,11.0,17146.0,1351.0,159.0,29.0,4399.0,16678.0,2682.0,236.0,41.0,115.0,4656.0,9.0,118.0,31.0,8673.0,195.0,124.0,527.0,268.0,676.0,38.0,962.0,6.0,88.0,311277.0,113.0,4.0,335.0,142958.0,638.0,7295.0,21.0,198.0,80.0,463.0,90.0,65.0,10.0,946.0,2981.0,4251.0,6799.0,5360.0,143874.0,2519.0,10022.0,25592.0,242597.0,143.0,8229.0,686.0,2436.0,869.0,20267.0,692.0,1588.0,366.0,10.0,1673.0,1310.0,22.0,65.0,188.0,2324.0,5541.0,47.0,173.0,58.0,6112.0,46.0,258.0,557.0,28.0,1269.0,8191.0,1509.0,213.0,31.0,577.0,2754.0,22.0,44.0,29.0,238.0,3.0,33.0,88.0,45512.0,2258.0,8.0,778.0,1075.0,1413.0,11380.0,899.0,12906.0,3889.0,1.0,303.0,5620.0,8469.0,13345.0,26401.0,4300.0,13593.0,21879.0,441.0,35.0,46.0,24.0,571.0,9450.0,646.0,2922.0,10.0,31.0,3995.0,2125.0,1851.0,9.0,2103.0,316988.0,408.0,35.0,10.0,16562.0,45335.0,78.0,895.0,60.0,5505.0,1.0,163.0,196.0,2922.0,81522.0,140.0,4636.0,10013.0,3.0,118.0,4.0,141.0,984.0,1.0,316.0,535.0,9.0,5.0,132122.0,1093901.0,769.0,835.0,375.0,857.0,1029.0,94.0,10.0
1023.0,643.0,4371.0,1526.0,47.0,98.0,3576.0,1875.0,189.0,6806.0,133.0,2526.0,861.0,399.0,2757.0,1131.0,28271.0,1259.0,120.0,1709.0,191.0,177.0,2127.0,72021.0,4.0,53.0,5.0,359.0,2098.0,7.0,28498.0,328.0,1966.0,801.0,80.0,7.0,9.0,187.0,1321.0,2078.0,2727.0,0.0,24.0,662.0,208.0,538.0,9.0,702.0,17025.0,76.0,22221.0,0.0,635.0,19.0,45.0,12.0,12166.0,2707.0,870.0,1115.0,651.0,365.0,3848.0,593.0,245.0,304.0,613.0,1140.0,2617.0,1864.0,137550.0,1809.0,209.0,1694.0,2522.0,158.0,320.0,91.0,161.0,30.0,473.0,1576.0,1348.0,470.0,1142.0,289.0,1.0,152.0,443.0,4220.0,3272.0,33.0,536.0,1141.0,625.0,2277.0,1070.0,1158.0,15494.0,481.0,11.0,17827.0,1351.0,160.0,29.0,4581.0,16678.0,2682.0,240.0,43.0,115.0,4709.0,9.0,118.0,31.0,8673.0,203.0,125.0,527.0,268.0,705.0,38.0,969.0,6.0,88.0,311277.0,113.0,4.0,335.0,142958.0,638.0,7295.0,21.0,206.0,80.0,463.0,90.0,65.0,10.0,986.0,2981.0,4404.0,6799.0,5360.0,150597.0,2525.0,10022.0,25592.0,247989.0,150.0,8590.0,686.0,2567.0,894.0,20267.0,692.0,1659.0,372.0,10.0,1708.0,1310.0,23.0,65.0,188.0,2345.0,5882.0,47.0,184.0,60.0,6112.0,47.0,258.0,563.0,28.0,1269.0,8191.0,1549.0,219.0,31.0,577.0,2873.0,23.0,44.0,29.0,238.0,3.0,34.0,90.0,47606.0,2258.0,8.0,797.0,1075.0,1487.0,11695.0,899.0,13313.0,3889.0,1.0,303.0,5620.0,8902.0,13502.0,26995.0,4300.0,13736.0,22581.0,459.0,35.0,48.0,24.0,571.0,9450.0,646.0,2922.0,10.0,31.0,4208.0,2125.0,1885.0,9.0,2128.0,316988.0,408.0,35.0,10.0,16562.0,46613.0,81.0,916.0,60.0,5505.0,1.0,165.0,196.0,2922.0,81522.0,140.0,4636.0,10283.0,3.0,118.0,4.0,141.0,984.0,1.0,316.0,535.0,9.0,5.0,132122.0,1093901.0,798.0,835.0,386.0,857.0,1029.0,94.0,10.0
1040.0,667.0,4377.0,1543.0,48.0,101.0,3744.0,1889.0,189.0,6806.0,138.0,2526.0,876.0,422.0,2852.0,1137.0,28271.0,1259.0,120.0,1715.0,191.0,189.0,2127.0,73434.0,4.0,53.0,5.0,377.0,2179.0,7.0,28498.0,344.0,2023.0,858.0,80.0,7.0,9.0,187.0,1321.0,2078.0,2727.0,0.0,24.0,662.0,208.0,564.0,9.0,702.0,17025.0,76.0,22221.0,0.0,639.0,19.0,47.0,12.0,12166.0,2719.0,870.0,1140.0,651.0,376.0,4042.0,593.0,245.0,318.0,613.0,1152.0,2617.0,1864.0,137550.0,1809.0,217.0,1694.0,2522.0,158.0,320.0,91.0,161.0,30.0,477.0,1621.0,1348.0,476.0,1142.0,291.0,1.0,152.0,443.0,4331.0,3419.0,33.0,555.0,1141.0,644.0,2278.0,1070.0,1193.0,15869.0,481.0,11.0,17827.0,1351.0,160.0,29.0,4581.0,17375.0,2804.0,247.0,43.0,115.0,4889.0,9.0,120.0,31.0,9126.0,211.0,125.0,553.0,268.0,714.0,39.0,969.0,6.0,93.0,311277.0,121.0,4.0,348.0,142958.0,638.0,7577.0,21.0,206.0,85.0,463.0,94.0,65.0,10.0,986.0,2981.0,4404.0,6799.0,5360.0,157600.0,2672.0,10071.0,26082.0,247989.0,157.0,8794.0,686.0,2615.0,910.0,20298.0,750.0,1675.0,379.0,10.0,1708.0,1310.0,23.0,65.0,188.0,2345.0,5882.0,47.0,194.0,60.0,6112.0,49.0,258.0,591.0,28.0,1269.0,8191.0,1566.0,219.0,32.0,579.0,2873.0,23.0,44.0,29.0,243.0,3.0,34.0,90.0,47606.0,2381.0,8.0,837.0,1075.0,1536.0,11695.0,899.0,13313.0,3889.0,1.0,316.0,5814.0,9252.0,13502.0,26995.0,4348.0,14024.0,22581.0,459.0,35.0,48.0,24.0,607.0,9450.0,646.0,2922.0,10.0,33.0,4208.0,2177.0,1885.0,9.0,2169.0,325643.0,418.0,35.0,10.0,16562.0,46613.0,85.0,916.0,60.0,5505.0,1.0,168.0,206.0,3148.0,87491.0,140.0,4636.0,10283.0,3.0,123.0,4.0,141.0,984.0,1.0,316.0,556.0,9.0,5.0,132122.0,1093901.0,840.0,873.0,386.0,857.0,1029.0,94.0,10.0
1040.0,667.0,4641.0,1543.0,48.0,101.0,3744.0,1889.0,189.0,6806.0,138.0,2526.0,876.0,422.0,2895.0,1197.0,28271.0,1268.0,123.0,1715.0,191.0,189.0,2127.0,73434.0,4.0,53.0,5.0,377.0,2271.0,7.0,29210.0,344.0,2023.0,896.0,80.0,7.0,9.0,187.0,1378.0,2078.0,2770.0,0.0,25.0,662.0,210.0,564.0,9.0,702.0,17025.0,76.0,23250.0,0.0,659.0,19.0,47.0,13.0,12166.0,2719.0,870.0,1140.0,651.0,377.0,4042.0,608.0,251.0,318.0,627.0,1152.0,2617.0,1864.0,137550.0,1809.0,230.0,1787.0,2522.0,158.0,320.0,94.0,161.0,30.0,477.0,1699.0,1348.0,476.0,1185.0,304.0,1.0,152.0,449.0,4487.0,3419.0,33.0,570.0,1141.0,644.0,2278.0,1070.0,1193.0,15869.0,481.0,11.0,17827.0,1391.0,160.0,31.0,4701.0,18279.0,2804.0,247.0,43.0,124.0,4889.0,9.0,120.0,32.0,9126.0,211.0,125.0,553.0,268.0,714.0,39.0,969.0,6.0,97.0,325353.0,124.0,4.0,348.0,142958.0,641.0,7577.0,21.0,206.0,85.0,463.0,94.0,66.0,10.0,990.0,2981.0,4404.0,6799.0,5360.0,157600.0,2672.0,10605.0,26082.0,247989.0,157.0,9009.0,708.0,2728.0,969.0,20298.0,750.0,1752.0,379.0,10.0,1708.0,1375.0,23.0,65.0,200.0,2452.0,6047.0,48.0,194.0,60.0,6112.0,49.0,258.0,591.0,29.0,1269.0,8191.0,1644.0,219.0,32.0,579.0,2873.0,23.0,44.0,30.0,243.0,3.0,34.0,90.0,47606.0,2381.0,8.0,861.0,1080.0,1536.0,12061.0,899.0,13313.0,3929.0,1.0,316.0,5814.0,9252.0,13502.0,26995.0,4387.0,14024.0,22581.0,459.0,35.0,49.0,25.0,607.0,9485.0,646.0,3013.0,10.0,34.0,4208.0,2177.0,2001.0,9.0,2169.0,325643.0,418.0,35.0,10.0,16562.0,46613.0,90.0,920.0,60.0,5505.0,1.0,168.0,212.0,3174.0,87491.0,140.0,4899.0,10867.0,3.0,126.0,4.0,148.0,997.0,1.0,318.0,556.0,9.0,5.0,132122.0,1093901.0,886.0,873.0,406.0,870.0,1071.0,98.0,10.0
1059.0,667.0,4641.0,1588.0,49.0,104.0,3816.0,1889.0,189.0,6806.0,138.0,2526.0,876.0,422.0,2895.0,1197.0,28271.0,1268.0,123.0,1736.0,193.0,198.0,2127.0,73434.0,4.0,53.0,5.0,388.0,2370.0,7.0,29210.0,354.0,2068.0,928.0,80.0,7.0,9.0,187.0,1401.0,2078.0,2770.0,0.0,25.0,662.0,210.0,564.0,9.0,727.0,17964.0,76.0,23250.0,0.0,668.0,19.0,48.0,13.0,12166.0,2719.0,870.0,1140.0,663.0,377.0,4042.0,608.0,251.0,318.0,662.0,1152.0,2617.0,1864.0,137550.0,1912.0,236.0,1861.0,2522.0,158.0,334.0,96.0,167.0,31.0,477.0,1699.0,1348.0,476.0,1224.0,304.0,1.0,152.0,456.0,4487.0,3419.0,33.0,570.0,1206.0,644.0,2278.0,1143.0,1193.0,16666.0,481.0,11.0,18066.0,1391.0,160.0,31.0,4898.0,19094.0,2804.0,263.0,43.0,124.0,4889.0,9.0,123.0,32.0,9368.0,211.0,125.0,553.0,268.0,714.0,40.0,969.0,6.0,97.0,325878.0,124.0,4.0,348.0,143821.0,641.0,7577.0,21.0,206.0,85.0,473.0,94.0,66.0,10.0,1030.0,3122.0,4749.0,7026.0,5360.0,157600.0,2672.0,10605.0,26082.0,264383.0,162.0,9009.0,727.0,2728.0,969.0,20298.0,750.0,1752.0,379.0,10.0,1708.0,1425.0,24.0,67.0,200.0,2452.0,6256.0,48.0,194.0,65.0,6112.0,49.0,258.0,605.0,29.0,1269.0,8594.0,1644.0,231.0,32.0,579.0,2873.0,23.0,45.0,30.0,243.0,3.0,34.0,90.0,49386.0,2518.0,8.0,861.0,1080.0,1545.0,12579.0,899.0,13537.0,4023.0,1.0,331.0,6102.0,9252.0,13502.0,27149.0,4387.0,14328.0,24189.0,459.0,35.0,49.0,25.0,607.0,9485.0,661.0,3022.0,10.0,34.0,4417.0,2333.0,2001.0,9.0,2169.0,325643.0,438.0,35.0,10.0,16562.0,47328.0,90.0,964.0,60.0,5534.0,1.0,168.0,212.0,3174.0,91280.0,140.0,4899.0,10867.0,3.0,126.0,4.0,153.0,998.0,1.0,318.0,556.0,9.0,5.0,132122.0,1157458.0,886.0,873.0,406.0,916.0,1071.0,102.0,10.0
1083.0,680.0,4884.0,1661.0,49.0,104.0,3816.0,1889.0,190.0,6806.0,146.0,2643.0,884.0,430.0,2895.0,1197.0,28271.0,1268.0,126.0,1736.0,193.0,198.0,2127.0,73434.0,4.0,53.0,5.0,406.0,2370.0,7.0,30625.0,354.0,2079.0,928.0,80.0,7.0,9.0,187.0,1401.0,2078.0,2770.0,0.0,25.0,675.0,212.0,564.0,9.0,727.0,17964.0,80.0,23250.0,0.0,668.0,20.0,49.0,13.0,12372.0,2802.0,915.0,1140.0,682.0,406.0,4303.0,608.0,255.0,330.0,662.0,1152.0,2703.0,1864.0,146573.0,1912.0,236.0,1861.0,2522.0,158.0,334.0,96.0,167.0,31.0,484.0,1728.0,1399.0,476.0,1224.0,304.0,1.0,159.0,460.0,4487.0,3419.0,33.0,570.0,1209.0,644.0,2278.0,1143.0,1229.0,16943.0,481.0,11.0,18066.0,1391.0,160.0,32.0,4898.0,19094.0,2804.0,263.0,43.0,129.0,4889.0,9.0,123.0,32.0,9368.0,216.0,131.0,587.0,268.0,744.0,40.0,969.0,6.0,97.0,334584.0,124.0,4.0,348.0,149220.0,641.0,7577.0,21.0,206.0,88.0,480.0,97.0,66.0,10.0,1030.0,3122.0,4749.0,7026.0,5360.0,157600.0,2672.0,10605.0,27953.0,264383.0,162.0,9181.0,727.0,2728.0,969.0,20298.0,809.0,1752.0,379.0,10.0,1708.0,1456.0,25.0,67.0,200.0,2452.0,6328.0,48.0,194.0,65.0,6112.0,49.0,259.0,622.0,29.0,1269.0,8594.0,1644.0,238.0,32.0,579.0,3034.0,24.0,45.0,30.0,243.0,3.0,34.0,90.0,51617.0,2554.0,8.0,861.0,1080.0,1577.0,12579.0,914.0,13537.0,4176.0,1.0,331.0,6313.0,9420.0,13502.0,27169.0,4553.0,14635.0,24189.0,465.0,35.0,49.0,25.0,607.0,9485.0,661.0,3022.0,10.0,34.0,4614.0,2333.0,2064.0,9.0,2226.0,332261.0,452.0,35.0,10.0,16562.0,49419.0,97.0,1001.0,60.0,5534.0,1.0,168.0,212.0,3174.0,91337.0,141.0,5164.0,11561.0,3.0,126.0,4.0,153.0,998.0,1.0,318.0,556.0,9.0,5.0,132122.0,1157458.0,886.0,873.0,406.0,916.0,1071.0,102.0,10.0
1083.0,680.0,4884.0,1661.0,51.0,107.0,3816.0,1889.0,191.0,6906.0,153.0,2643.0,931.0,459.0,2895.0,1212.0,28448.0,1268.0,132.0,1764.0,193.0,213.0,2142.0,73434.0,4.0,56.0,5.0,425.0,2370.0,7.0,31038.0,354.0,2079.0,935.0,80.0,7.0,9.0,187.0,1401.0,2078.0,2770.0,0.0,26.0,675.0,212.0,587.0,9.0,727.0,19200.0,80.0,23250.0,0.0,706.0,20.0,52.0,13.0,12372.0,2802.0,915.0,1155.0,682.0,414.0,4303.0,608.0,255.0,332.0,704.0,1180.0,2730.0,1864.0,146573.0,1912.0,246.0,1946.0,2522.0,158.0,352.0,96.0,167.0,31.0,484.0,1728.0,1399.0,476.0,1224.0,304.0,1.0,159.0,460.0,4487.0,3419.0,33.0,576.0,1256.0,644.0,2278.0,1143.0,1230.0,16943.0,481.0,11.0,18134.0,1391.0,161.0,32.0,5011.0,20309.0,2857.0,263.0,43.0,129.0,5015.0,9.0,131.0,32.0,9368.0,216.0,131.0,587.0,271.0,774.0,40.0,969.0,6.0,100.0,347727.0,125.0,4.0,348.0,151463.0,641.0,8126.0,22.0,206.0,92.0,480.0,97.0,66.0,10.0,1030.0,3129.0,5062.0,7026.0,5360.0,157600.0,2672.0,10702.0,29134.0,275856.0,162.0,9181.0,727.0,2750.0,1038.0,21065.0,809.0,1752.0,393.0,10.0,1708.0,1494.0,25.0,67.0,200.0,2545.0,6747.0,48.0,194.0,65.0,6421.0,49.0,259.0,622.0,29.0,1269.0,8594.0,1644.0,238.0,32.0,579.0,3034.0,24.0,45.0,30.0,247.0,3.0,35.0,90.0,51617.0,2554.0,8.0,908.0,1080.0,1577.0,12924.0,940.0,13671.0,4176.0,1.0,342.0,6313.0,9741.0,13502.0,27169.0,4553.0,14767.0,25030.0,465.0,37.0,49.0,25.0,607.0,9695.0,661.0,3022.0,10.0,35.0,4614.0,2434.0,2064.0,9.0,2226.0,332261.0,452.0,35.0,10.0,16562.0,49419.0,102.0,1004.0,60.0,5534.0,1.0,168.0,212.0,3174.0,91337.0,141.0,5164.0,11561.0,3.0,126.0,4.0,153.0,998.0,1.0,318.0,556.0,9.0,5.0,132122.0,1157458.0,951.0,928.0,419.0,955.0,1071.0,106.0,10.0
1093.0,680.0,4884.0,1661.0,52.0,107.0,3816.0,1889.0,191.0,6906.0,157.0,2643.0,931.0,459.0,2895.0,1212.0,28448.0,1268.0,132.0,1849.0,193.0,213.0,2166.0,73434.0,4.0,57.0,5.0,425.0,2370.0,7.0,31038.0,354.0,2149.0,1014.0,82.0,7.0,9.0,193.0,1501.0,2078.0,2799.0,0.0,26.0,706.0,212.0,587.0,9.0,736.0,20063.0,80.0,24183.0,0.0,711.0,20.0,53.0,13.0,12372.0,2951.0,941.0,1210.0,723.0,428.0,4303.0,628.0,255.0,338.0,723.0,1222.0,2730.0,1940.0,146573.0,1912.0,261.0,2036.0,2522.0,158.0,356.0,96.0,167.0,32.0,484.0,1821.0,1399.0,492.0,1227.0,304.0,1.0,159.0,468.0,4609.0,3419.0,33.0,576.0,1268.0,677.0,2278.0,1143.0,1248.0,16943.0,481.0,11.0,19218.0,1391.0,161.0,32.0,5011.0,20936.0,2857.0,263.0,44.0,129.0,5015.0,9.0,136.0,34.0,9368.0,216.0,131.0,600.0,271.0,774.0,40.0,969.0,6.0,105.0,347727.0,127.0,4.0,362.0,151463.0,641.0,8126.0,22.0,206.0,92.0,488.0,102.0,66.0,10.0,1073.0,3129.0,5062.0,7026.0,5384.0,157600.0,2837.0,10702.0,29134.0,279243.0,172.0,9347.0,766.0,2931.0,1038.0,21065.0,809.0,1852.0,393.0,10.0,1708.0,1494.0,25.0,67.0,200.0,2579.0,6747.0,48.0,201.0,68.0,6421.0,50.0,273.0,622.0,30.0,1269.0,8594.0,1763.0,238.0,32.0,579.0,3079.0,25.0,45.0,32.0,247.0,3.0,35.0,93.0,52623.0,2690.0,8.0,908.0,1080.0,1577.0,12924.0,940.0,13671.0,4176.0,1.0,360.0,6313.0,9786.0,13944.0,27169.0,4686.0,14767.0,25030.0,465.0,37.0,52.0,27.0,607.0,9695.0,661.0,3083.0,10.0,35.0,4880.0,2541.0,2064.0,9.0,2226.0,332261.0,473.0,35.0,10.0,17167.0,50706.0,109.0,1051.0,60.0,5534.0,1.0,168.0,220.0,3174.0,91337.0,143.0,5164.0,11561.0,3.0,126.0,4.0,153.0,998.0,1.0,318.0,564.0,9.0,5.0,132122.0,1188477.0,999.0,935.0,419.0,988.0,1131.0,111.0,10.0
1093.0,682.0,4919.0,1724.0,52.0,107.0,3909.0,1950.0,196.0,6906.0,157.0,2760.0,931.0,483.0,2913.0,1212.0,29103.0,1268.0,135.0,1849.0,193.0,230.0,2166.0,73434.0,4.0,57.0,5.0,425.0,2510.0,7.0,31038.0,378.0,2188.0,1014.0,82.0,7.0,9.0,194.0,1501.0,2078.0,2893.0,0.0,27.0,706.0,212.0,587.0,9.0,736.0,20063.0,80.0,24183.0,0.0,739.0,21.0,53.0,13.0,12372.0,2951.0,974.0,1210.0,723.0,428.0,4303.0,628.0,270.0,338.0,723.0,1222.0,2730.0,1949.0,147422.0,1912.0,261.0,2101.0,2523.0,166.0,377.0,96.0,170.0,33.0,484.0,1857.0,1482.0,509.0,1244.0,312.0,1.0,163.0,468.0,4802.0,3419.0,33.0,576.0,1314.0,677.0,2278.0,1143.0,1248.0,17324.0,481.0,11.0,19218.0,1453.0,168.0,32.0,5250.0,20936.0,2894.0,263.0,44.0,135.0,5015.0,9.0,136.0,34.0,10079.0,216.0,131.0,600.0,279.0,774.0,40.0,969.0,6.0,110.0,362483.0,130.0,4.0,362.0,157480.0,657.0,8513.0,22.0,215.0,95.0,488.0,102.0,66.0,10.0,1073.0,3129.0,5062.0,7026.0,5384.0,164226.0,2837.0,10702.0,29134.0,279243.0,172.0,9915.0,766.0,3003.0,1038.0,21065.0,868.0,1852.0,397.0,10.0,1708.0,1494.0,26.0,67.0,200.0,2579.0,6747.0,48.0,212.0,68.0,6421.0,50.0,273.0,626.0,31.0,1269.0,8594.0,1763.0,238.0,32.0,579.0,3084.0,25.0,45.0,32.0,247.0,3.0,36.0,93.0,52623.0,2690.0,8.0,914.0,1080.0,1627.0,12964.0,940.0,14255.0,4424.0,1.0,360.0,6521.0,9786.0,13944.0,27963.0,4686.0,14767.0,25799.0,488.0,37.0,52.0,27.0,607.0,10041.0,675.0,3152.0,10.0,37.0,4880.0,2541.0,2064.0,9.0,2226.0,348231.0,473.0,36.0,10.0,17464.0,50706.0,109.0,1051.0,60.0,5534.0,1.0,168.0,220.0,3206.0,91412.0,146.0,5454.0,11561.0,3.0,133.0,4.0,161.0,998.0,1.0,318.0,564.0,9.0,5.0,132122.0,1188477.0,999.0,935.0,436.0,988.0,1131.0,111.0,10.0
