date,region,min,max
2020/04/08,China_Shanghai,8.7,25.4
2020/04/08,Finland_nan,-0.6,6.1
2020/04/08,Finland_nan,-0.6,6.1
2020/04/08,France_nan,6.8,17.7
2020/04/08,Germany_nan,3.0,14.0
2020/04/08,India_nan,22.0,38.0
2020/04/08,Iran_nan,6.0,22.0
2020/04/08,Iran_nan,6.0,22.0
2020/04/08,Italy_nan,6.9,16.4
2020/04/08,Japan_nan,-2.4,12.8
2020/04/08,"Korea, South_nan",2.0,20.0
2020/04/08,Malaysia_nan,24.0,28.0
2020/04/08,Netherlands_nan,10.0,19.4
2020/04/08,Norway_nan,-2.2,1.7
2020/04/08,Philippines_nan,25.0,30.0
2020/04/08,Poland_nan,8.3,17.2
2020/04/08,Portugal_nan,14.7,18.8
2020/04/08,Russia_nan,-3.0,12.0
2020/04/08,Singapore_nan,24.5,32.5
2020/04/08,Spain_nan,12.0,16.3
2020/04/08,Sweden_nan,1.1,7.2
2020/04/08,Switzerland_nan,7.6,14.7
2020/04/08,Taiwan*_nan,15.0,19.0
2020/04/08,Turkey_nan,3.4,13.0
2020/04/08,United Kingdom_nan,5.0,8.3
2020/04/08,United States_nan,16.4,18.3
2020/04/08,Vietnam_nan,23.6,27.0
2020/04/15,Australia_New South Wales,13.5,24.7
2020/04/15,Belgium_nan,4.4,12.2
2020/04/15,Brazil_nan,18.9,28.9
2020/04/15,Canada_Ontario,-9.0,-1.5
2020/04/15,China_Beijing,5.0,27.0
2020/04/15,China_Guangdong,12.5,22.0
2020/04/15,China_Hong Kong,16.4,20.0
2020/04/15,China_Hubei,14.5,23.0
2020/04/15,China_Macau,18.0,22.0
2020/04/15,China_Shanghai,11.4,20.0
2020/04/15,Finland_nan,-3.3,4.4
2020/04/15,Finland_nan,-3.3,4.4
2020/04/15,France_nan,5.2,14.7
2020/04/15,Germany_nan,2.0,9.0
2020/04/15,India_nan,25.0,39.0
2020/04/15,Iran_nan,3.0,18.0
2020/04/15,Italy_nan,8.0,14.9
2020/04/15,Japan_nan,-0.1,9.4
2020/04/15,"Korea, South_nan",0.0,22.0
2020/04/15,Malaysia_nan,24.6,35.0
2020/04/15,Netherlands_nan,8.9,13.9
2020/04/15,Norway_nan,-8.9,-1.1
2020/04/15,Philippines_nan,23.9,27.0
2020/04/15,Poland_nan,-1.7,6.7
2020/04/15,Portugal_nan,8.9,19.7
2020/04/15,Russia_nan,-3.0,17.0
2020/04/15,Singapore_nan,27.0,33.0
2020/04/15,Spain_nan,9.6,19.1
2020/04/15,Sweden_nan,-2.1,5.0
2020/04/15,Switzerland_nan,2.1,8.2
2020/04/15,Taiwan*_nan,7.0,23.0
2020/04/15,Turkey_nan,2.1,17.5
2020/04/15,United Kingdom_nan,1.7,12.2
2020/04/15,United States_nan,2.5,10.9
2020/04/15,Vietnam_nan,21.7,28.0
2020/04/16,Australia_New South Wales,15.2,27.3
2020/04/16,Belgium_nan,1.7,9.4
2020/04/16,Brazil_nan,18.9,19.4
2020/04/16,Canada_Ontario,-19.0,-10.1
2020/04/16,China_Beijing,10.0,24.0
2020/04/16,China_Guangdong,14.0,27.0
2020/04/16,China_Hong Kong,15.8,22.8
2020/04/16,China_Hubei,13.0,26.0
2020/04/16,China_Macau,17.0,24.0
2020/04/16,China_Shanghai,14.8,24.7
2020/04/16,Finland_nan,-3.3,-0.6
2020/04/16,Finland_nan,-3.3,-0.6
2020/04/16,France_nan,3.6,14.6
2020/04/16,Germany_nan,-1.0,4.6
2020/04/16,India_nan,24.0,38.0
2020/04/16,Iran_nan,3.0,16.0
2020/04/16,Italy_nan,4.9,9.4
2020/04/16,Japan_nan,-1.2,16.8
2020/04/16,"Korea, South_nan",2.0,21.0
2020/04/16,Malaysia_nan,24.8,33.0
2020/04/16,Netherlands_nan,6.1,11.7
2020/04/16,Norway_nan,-1.1,1.7
2020/04/16,Philippines_nan,25.0,30.0
2020/04/16,Poland_nan,0.0,5.6
2020/04/16,Portugal_nan,12.5,15.2
2020/04/16,Russia_nan,-1.0,17.0
2020/04/16,Singapore_nan,26.5,33.0
2020/04/16,Spain_nan,10.4,12.6
2020/04/16,Sweden_nan,3.3,6.7
2020/04/16,Switzerland_nan,0.3,7.1
2020/04/16,Taiwan*_nan,17.0,27.0
2020/04/16,Turkey_nan,6.4,16.4
2020/04/16,United Kingdom_nan,3.9,6.7
2020/04/16,United States_nan,2.0,3.2
2020/04/16,Vietnam_nan,23.0,29.0
